,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[sex],Characteristics[disease],Characteristics[organism part],Characteristics[individual],Characteristics[developmental stage],Characteristics[assay name],Characteristics[protocol],Material Type,Protocol REF,Performer,Protocol REF.1,Performer.1,Protocol REF.2,Performer.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.3,Performer.3,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Protocol REF.4,Protocol REF.5,Derived Array Data File,Protocol REF.6,Protocol REF.7,Derived Array Data File.1,Protocol REF.8,Protocol REF.9,Derived Array Data File.2,Protocol REF.10,Protocol REF.11,Derived Array Data File.3,Factor Value[protocol],Factor Value[age],Unit[time unit].1,Term Source REF.1,Term Accession Number.1,Factor Value[organism part]
158,HCA_BN_F12874046_and_HCA_BN_F12865678_ATAC,ERS26961405,SAMEA120300244,Homo sapiens,10,week,EFO,UO_0000034,unknown,normal,knee,2382,embryo stage,HCA_BN_F12874046_and_HCA_BN_F12865678,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874046_and_HCA_BN_F12865678_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12865678_S1_L001,sequencing assay,ERX15073189,HCA_BN_F12865678_S1_L001_R2_001.fastq.gz,HCA_BN_F12865678_S1_L001_R2_001.fastq.gz,ERR15668627,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668627/HCA_BN_F12865678_S1_L001_R2_001.fastq.gz,cell_barcode,index2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta.tar.gz,ATAC,10,week,EFO,UO_0000034,knee
159,HCA_BN_F12874046_and_HCA_BN_F12865678_ATAC,ERS26961405,SAMEA120300244,Homo sapiens,10,week,EFO,UO_0000034,unknown,normal,knee,2382,embryo stage,HCA_BN_F12874046_and_HCA_BN_F12865678,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874046_and_HCA_BN_F12865678_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12865678_S1_L001,sequencing assay,ERX15073189,HCA_BN_F12865678_S1_L001_R3_001.fastq.gz,HCA_BN_F12865678_S1_L001_R3_001.fastq.gz,ERR15668627,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668627/HCA_BN_F12865678_S1_L001_R3_001.fastq.gz,paired,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta.tar.gz,ATAC,10,week,EFO,UO_0000034,knee
160,HCA_BN_F12874046_and_HCA_BN_F12865678_GEX,ERS26961406,SAMEA120300245,Homo sapiens,10,week,EFO,UO_0000034,unknown,normal,knee,2382,embryo stage,HCA_BN_F12874046_and_HCA_BN_F12865678,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874046_and_HCA_BN_F12865678_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12874046_S1_L001,sequencing assay,ERX15073190,HCA_BN_F12874046_S1_L001_I1_001.fastq.gz,HCA_BN_F12874046_S1_L001_I1_001.fastq.gz,ERR15668573,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668573/HCA_BN_F12874046_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta.tar.gz,GEX,10,week,EFO,UO_0000034,knee
161,HCA_BN_F12874046_and_HCA_BN_F12865678_GEX,ERS26961406,SAMEA120300245,Homo sapiens,10,week,EFO,UO_0000034,unknown,normal,knee,2382,embryo stage,HCA_BN_F12874046_and_HCA_BN_F12865678,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874046_and_HCA_BN_F12865678_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12874046_S1_L001,sequencing assay,ERX15073190,HCA_BN_F12874046_S1_L001_R1_001.fastq.gz,HCA_BN_F12874046_S1_L001_R1_001.fastq.gz,ERR15668573,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668573/HCA_BN_F12874046_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta.tar.gz,GEX,10,week,EFO,UO_0000034,knee
162,HCA_BN_F12874046_and_HCA_BN_F12865678_GEX,ERS26961406,SAMEA120300245,Homo sapiens,10,week,EFO,UO_0000034,unknown,normal,knee,2382,embryo stage,HCA_BN_F12874046_and_HCA_BN_F12865678,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874046_and_HCA_BN_F12865678_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12874046_S1_L001,sequencing assay,ERX15073190,HCA_BN_F12874046_S1_L001_R2_001.fastq.gz,HCA_BN_F12874046_S1_L001_R2_001.fastq.gz,ERR15668573,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668573/HCA_BN_F12874046_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874046_and_HCA_BN_F12865678_meta.tar.gz,GEX,10,week,EFO,UO_0000034,knee
163,HCA_BN_F12874047_and_HCA_BN_F12865679_ATAC,ERS26961407,SAMEA120300246,Homo sapiens,8,week,EFO,UO_0000034,unknown,normal,knee,2358,embryo stage,HCA_BN_F12874047_and_HCA_BN_F12865679,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874047_and_HCA_BN_F12865679_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12865679_S1_L001,sequencing assay,ERX15073191,HCA_BN_F12865679_S1_L001_I1_001.fastq.gz,HCA_BN_F12865679_S1_L001_I1_001.fastq.gz,ERR15668581,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668581/HCA_BN_F12865679_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta.tar.gz,ATAC,8,week,EFO,UO_0000034,knee
164,HCA_BN_F12874047_and_HCA_BN_F12865679_ATAC,ERS26961407,SAMEA120300246,Homo sapiens,8,week,EFO,UO_0000034,unknown,normal,knee,2358,embryo stage,HCA_BN_F12874047_and_HCA_BN_F12865679,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874047_and_HCA_BN_F12865679_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12865679_S1_L001,sequencing assay,ERX15073191,HCA_BN_F12865679_S1_L001_R1_001.fastq.gz,HCA_BN_F12865679_S1_L001_R1_001.fastq.gz,ERR15668581,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668581/HCA_BN_F12865679_S1_L001_R1_001.fastq.gz,paired,read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta.tar.gz,ATAC,8,week,EFO,UO_0000034,knee
165,HCA_BN_F12874047_and_HCA_BN_F12865679_ATAC,ERS26961407,SAMEA120300246,Homo sapiens,8,week,EFO,UO_0000034,unknown,normal,knee,2358,embryo stage,HCA_BN_F12874047_and_HCA_BN_F12865679,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874047_and_HCA_BN_F12865679_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12865679_S1_L001,sequencing assay,ERX15073191,HCA_BN_F12865679_S1_L001_R2_001.fastq.gz,HCA_BN_F12865679_S1_L001_R2_001.fastq.gz,ERR15668581,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668581/HCA_BN_F12865679_S1_L001_R2_001.fastq.gz,cell_barcode,index2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta.tar.gz,ATAC,8,week,EFO,UO_0000034,knee
166,HCA_BN_F12874047_and_HCA_BN_F12865679_ATAC,ERS26961407,SAMEA120300246,Homo sapiens,8,week,EFO,UO_0000034,unknown,normal,knee,2358,embryo stage,HCA_BN_F12874047_and_HCA_BN_F12865679,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874047_and_HCA_BN_F12865679_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12865679_S1_L001,sequencing assay,ERX15073191,HCA_BN_F12865679_S1_L001_R3_001.fastq.gz,HCA_BN_F12865679_S1_L001_R3_001.fastq.gz,ERR15668581,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668581/HCA_BN_F12865679_S1_L001_R3_001.fastq.gz,paired,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta.tar.gz,ATAC,8,week,EFO,UO_0000034,knee
167,HCA_BN_F12874047_and_HCA_BN_F12865679_GEX,ERS26961408,SAMEA120300247,Homo sapiens,8,week,EFO,UO_0000034,unknown,normal,knee,2358,embryo stage,HCA_BN_F12874047_and_HCA_BN_F12865679,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874047_and_HCA_BN_F12865679_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12874047_S1_L001,sequencing assay,ERX15073192,HCA_BN_F12874047_S1_L001_I1_001.fastq.gz,HCA_BN_F12874047_S1_L001_I1_001.fastq.gz,ERR15668643,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668643/HCA_BN_F12874047_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta.tar.gz,GEX,8,week,EFO,UO_0000034,knee
168,HCA_BN_F12874047_and_HCA_BN_F12865679_GEX,ERS26961408,SAMEA120300247,Homo sapiens,8,week,EFO,UO_0000034,unknown,normal,knee,2358,embryo stage,HCA_BN_F12874047_and_HCA_BN_F12865679,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874047_and_HCA_BN_F12865679_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12874047_S1_L001,sequencing assay,ERX15073192,HCA_BN_F12874047_S1_L001_R1_001.fastq.gz,HCA_BN_F12874047_S1_L001_R1_001.fastq.gz,ERR15668643,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668643/HCA_BN_F12874047_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta.tar.gz,GEX,8,week,EFO,UO_0000034,knee
169,HCA_BN_F12874047_and_HCA_BN_F12865679_GEX,ERS26961408,SAMEA120300247,Homo sapiens,8,week,EFO,UO_0000034,unknown,normal,knee,2358,embryo stage,HCA_BN_F12874047_and_HCA_BN_F12865679,GEX,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12874047_and_HCA_BN_F12865679_GEX,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12874047_S1_L001,sequencing assay,ERX15073192,HCA_BN_F12874047_S1_L001_R2_001.fastq.gz,HCA_BN_F12874047_S1_L001_R2_001.fastq.gz,ERR15668643,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668643/HCA_BN_F12874047_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12874047_and_HCA_BN_F12865679_meta.tar.gz,GEX,8,week,EFO,UO_0000034,knee
170,HCA_BN_F12922481_and_HCA_BN_F12918719_ATAC,ERS26961409,SAMEA120300248,Homo sapiens,5.7,week,EFO,UO_0000034,unknown,normal,hip,2393,embryo stage,HCA_BN_F12922481_and_HCA_BN_F12918719,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12922481_and_HCA_BN_F12918719_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12918719_S1_L001,sequencing assay,ERX15073193,HCA_BN_F12918719_S1_L001_I1_001.fastq.gz,HCA_BN_F12918719_S1_L001_I1_001.fastq.gz,ERR15668601,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668601/HCA_BN_F12918719_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_meta.tar.gz,ATAC,5.7,week,EFO,UO_0000034,hip
171,HCA_BN_F12922481_and_HCA_BN_F12918719_ATAC,ERS26961409,SAMEA120300248,Homo sapiens,5.7,week,EFO,UO_0000034,unknown,normal,hip,2393,embryo stage,HCA_BN_F12922481_and_HCA_BN_F12918719,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12922481_and_HCA_BN_F12918719_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12918719_S1_L001,sequencing assay,ERX15073193,HCA_BN_F12918719_S1_L001_R1_001.fastq.gz,HCA_BN_F12918719_S1_L001_R1_001.fastq.gz,ERR15668601,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668601/HCA_BN_F12918719_S1_L001_R1_001.fastq.gz,paired,read1,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_meta.tar.gz,ATAC,5.7,week,EFO,UO_0000034,hip
172,HCA_BN_F12922481_and_HCA_BN_F12918719_ATAC,ERS26961409,SAMEA120300248,Homo sapiens,5.7,week,EFO,UO_0000034,unknown,normal,hip,2393,embryo stage,HCA_BN_F12922481_and_HCA_BN_F12918719,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12922481_and_HCA_BN_F12918719_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12918719_S1_L001,sequencing assay,ERX15073193,HCA_BN_F12918719_S1_L001_R2_001.fastq.gz,HCA_BN_F12918719_S1_L001_R2_001.fastq.gz,ERR15668601,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668601/HCA_BN_F12918719_S1_L001_R2_001.fastq.gz,cell_barcode,index2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_meta.tar.gz,ATAC,5.7,week,EFO,UO_0000034,hip
173,HCA_BN_F12922481_and_HCA_BN_F12918719_ATAC,ERS26961409,SAMEA120300248,Homo sapiens,5.7,week,EFO,UO_0000034,unknown,normal,hip,2393,embryo stage,HCA_BN_F12922481_and_HCA_BN_F12918719,ATAC,organism part,P-MTAB-146560,Wellcome Sanger Institute,P-MTAB-146561,Wellcome Sanger Institute,P-MTAB-146562,Wellcome Sanger Institute,HCA_BN_F12922481_and_HCA_BN_F12918719_ATAC,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,,,,,,,,not applicable,genomic DNA,scATAC-seq,,,,,,none,,,,P-MTAB-146563,Wellcome Sanger Institute,HCA_BN_F12918719_S1_L001,sequencing assay,ERX15073193,HCA_BN_F12918719_S1_L001_R3_001.fastq.gz,HCA_BN_F12918719_S1_L001_R3_001.fastq.gz,ERR15668601,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15668601/HCA_BN_F12918719_S1_L001_R3_001.fastq.gz,paired,read2,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_count_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_meta_atac.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_count_afterSoupX.tar.gz,P-MTAB-146564,P-MTAB-146565,HCA_BN_F12922481_and_HCA_BN_F12918719_meta.tar.gz,ATAC,5.7,week,EFO,UO_0000034,hip
