,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[individual],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[sex],Characteristics[developmental stage],Characteristics[disease],Characteristics[organism part],Characteristics[sampling site],Characteristics[protocol],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Protocol REF.3,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Protocol REF.5,Protocol REF.6,Derived Array Data File,Factor Value[developmental stage],Factor Value[sampling site],Factor Value[protocol]
0,5478STDY7698210_CS_3'V2,ERS20107579,SAMEA115651486,Homo sapiens,BRC2120,6,week,EFO,UO_0000034,female,Carnegie stage 17,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117813,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,5478STDY7698210_CS_3'V2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117818,Wellcome Sanger,5478STDY7698210_CS_3'V2,sequencing assay,ERX12519396,5478STDY7698210_S1_L001_R1_001.fastq.gz,5478STDY7698210_S1_L001_R1_001.fastq.gz,ERR13148095,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148095/5478STDY7698210_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5478STDY7698210.tar.gz,Carnegie stage 17,whole lung,10x 3' v2
1,5478STDY7698210_CS_3'V2,ERS20107579,SAMEA115651486,Homo sapiens,BRC2120,6,week,EFO,UO_0000034,female,Carnegie stage 17,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117813,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,5478STDY7698210_CS_3'V2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117818,Wellcome Sanger,5478STDY7698210_CS_3'V2,sequencing assay,ERX12519396,5478STDY7698210_S1_L001_I1_001.fastq.gz,5478STDY7698210_S1_L001_I1_001.fastq.gz,ERR13148095,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148095/5478STDY7698210_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5478STDY7698210.tar.gz,Carnegie stage 17,whole lung,10x 3' v2
2,5478STDY7698210_CS_3'V2,ERS20107579,SAMEA115651486,Homo sapiens,BRC2120,6,week,EFO,UO_0000034,female,Carnegie stage 17,normal,lung,whole lung,10x 3' v2,cell,P-MTAB-117813,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,5478STDY7698210_CS_3'V2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117818,Wellcome Sanger,5478STDY7698210_CS_3'V2,sequencing assay,ERX12519396,5478STDY7698210_S1_L001_R2_001.fastq.gz,5478STDY7698210_S1_L001_R2_001.fastq.gz,ERR13148095,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148095/5478STDY7698210_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5478STDY7698210.tar.gz,Carnegie stage 17,whole lung,10x 3' v2
3,5698STDY7839908_CS_3'V2,ERS20107580,SAMEA115651487,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 3' v2,cell,P-MTAB-117813,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,5698STDY7839908_CS_3'V2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5698STDY7839908_CS_3'V2,sequencing assay,ERX12519397,5698STDY7839908_S1_L001_R1_001.fastq.gz,5698STDY7839908_S1_L001_R1_001.fastq.gz,ERR13148128,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148128/5698STDY7839908_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5698STDY7839908.tar.gz,Carnegie stage 22,cardiac atrium,10x 3' v2
4,5698STDY7839908_CS_3'V2,ERS20107580,SAMEA115651487,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 3' v2,cell,P-MTAB-117813,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,5698STDY7839908_CS_3'V2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5698STDY7839908_CS_3'V2,sequencing assay,ERX12519397,5698STDY7839908_S1_L001_I1_001.fastq.gz,5698STDY7839908_S1_L001_I1_001.fastq.gz,ERR13148128,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148128/5698STDY7839908_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5698STDY7839908.tar.gz,Carnegie stage 22,cardiac atrium,10x 3' v2
5,5698STDY7839908_CS_3'V2,ERS20107580,SAMEA115651487,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 3' v2,cell,P-MTAB-117813,P-MTAB-117814,P-MTAB-117815,P-MTAB-143755,5698STDY7839908_CS_3'V2,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,98.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v2,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5698STDY7839908_CS_3'V2,sequencing assay,ERX12519397,5698STDY7839908_S1_L001_R2_001.fastq.gz,5698STDY7839908_S1_L001_R2_001.fastq.gz,ERR13148128,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148128/5698STDY7839908_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5698STDY7839908.tar.gz,Carnegie stage 22,cardiac atrium,10x 3' v2
6,5698STDY7839910_CS_3'V3,ERS20107581,SAMEA115651488,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 3' v3,cell,P-MTAB-117813,P-MTAB-143751,P-MTAB-143752,P-MTAB-143755,5698STDY7839910_CS_3'V3,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-117818,Wellcome Sanger,5698STDY7839910_CS_3'V3,sequencing assay,ERX12519398,5698STDY7839910_S1_L001_R1_001.fastq.gz,5698STDY7839910_S1_L001_R1_001.fastq.gz,ERR13148115,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148115/5698STDY7839910_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5698STDY7839910.tar.gz,Carnegie stage 22,cardiac atrium,10x 3' v3
7,5698STDY7839910_CS_3'V3,ERS20107581,SAMEA115651488,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 3' v3,cell,P-MTAB-117813,P-MTAB-143751,P-MTAB-143752,P-MTAB-143755,5698STDY7839910_CS_3'V3,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-117818,Wellcome Sanger,5698STDY7839910_CS_3'V3,sequencing assay,ERX12519398,5698STDY7839910_S1_L001_I1_001.fastq.gz,5698STDY7839910_S1_L001_I1_001.fastq.gz,ERR13148115,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148115/5698STDY7839910_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5698STDY7839910.tar.gz,Carnegie stage 22,cardiac atrium,10x 3' v3
8,5698STDY7839910_CS_3'V3,ERS20107581,SAMEA115651488,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 3' v3,cell,P-MTAB-117813,P-MTAB-143751,P-MTAB-143752,P-MTAB-143755,5698STDY7839910_CS_3'V3,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,3 prime tag,polyA RNA,10x 3' v3,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,12.0,P-MTAB-117818,Wellcome Sanger,5698STDY7839910_CS_3'V3,sequencing assay,ERX12519398,5698STDY7839910_S1_L001_R2_001.fastq.gz,5698STDY7839910_S1_L001_R2_001.fastq.gz,ERR13148115,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148115/5698STDY7839910_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5698STDY7839910.tar.gz,Carnegie stage 22,cardiac atrium,10x 3' v3
9,5698STDY7839918_CS_GEX,ERS20107582,SAMEA115651489,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 5' v1,cell,P-MTAB-117813,,P-MTAB-117817,P-MTAB-143755,5698STDY7839918_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5698STDY7839918_CS_GEX,sequencing assay,ERX12519399,5698STDY7839918_S1_L001_R1_001.fastq.gz,5698STDY7839918_S1_L001_R1_001.fastq.gz,ERR13148117,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148117/5698STDY7839918_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5698STDY7839918.tar.gz,Carnegie stage 22,cardiac atrium,10x 5' v1
10,5698STDY7839918_CS_GEX,ERS20107582,SAMEA115651489,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 5' v1,cell,P-MTAB-117813,,P-MTAB-117817,P-MTAB-143755,5698STDY7839918_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5698STDY7839918_CS_GEX,sequencing assay,ERX12519399,5698STDY7839918_S1_L001_R2_001.fastq.gz,5698STDY7839918_S1_L001_R2_001.fastq.gz,ERR13148117,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148117/5698STDY7839918_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5698STDY7839918.tar.gz,Carnegie stage 22,cardiac atrium,10x 5' v1
11,5698STDY7839918_CS_GEX,ERS20107582,SAMEA115651489,Homo sapiens,BRC2153,8,week,EFO,UO_0000034,female,Carnegie stage 22,normal,heart,cardiac atrium,10x 5' v1,cell,P-MTAB-117813,,P-MTAB-117817,P-MTAB-143755,5698STDY7839918_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5698STDY7839918_CS_GEX,sequencing assay,ERX12519399,5698STDY7839918_S1_L001_I1_001.fastq.gz,5698STDY7839918_S1_L001_I1_001.fastq.gz,ERR13148117,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148117/5698STDY7839918_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5698STDY7839918.tar.gz,Carnegie stage 22,cardiac atrium,10x 5' v1
12,5891STDY8062349_CS_BCR,ERS20107583,SAMEA115651490,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062349_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062349_CS_BCR,sequencing assay,ERX12519400,5891STDY8062341_S1_L001_R1_001.fastq.gz,5891STDY8062341_S1_L001_R1_001.fastq.gz,ERR13148129,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148129/5891STDY8062341_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062341.tar.gz,18th week post-fertilization human stage,proximal lung,10x BCR enrichment
13,5891STDY8062349_CS_BCR,ERS20107583,SAMEA115651490,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062349_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062349_CS_BCR,sequencing assay,ERX12519400,5891STDY8062341_S1_L001_I1_001.fastq.gz,5891STDY8062341_S1_L001_I1_001.fastq.gz,ERR13148129,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148129/5891STDY8062341_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062341.tar.gz,18th week post-fertilization human stage,proximal lung,10x BCR enrichment
14,5891STDY8062349_CS_BCR,ERS20107583,SAMEA115651490,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062349_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062349_CS_BCR,sequencing assay,ERX12519400,5891STDY8062341_S1_L001_R2_001.fastq.gz,5891STDY8062341_S1_L001_R2_001.fastq.gz,ERR13148129,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148129/5891STDY8062341_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062341.tar.gz,18th week post-fertilization human stage,proximal lung,10x BCR enrichment
15,5891STDY8062349_CS_BCR,ERS20107583,SAMEA115651490,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,5891STDY8062349_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062349_CS_BCR,sequencing assay,ERX12519400,5891STDY8062341_S1_L001_I2_001.fastq.gz,5891STDY8062341_S1_L001_I2_001.fastq.gz,ERR13148129,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148129/5891STDY8062341_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062341.tar.gz,18th week post-fertilization human stage,proximal lung,10x BCR enrichment
16,5891STDY8062349_CS_GEX,ERS20107584,SAMEA115651491,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062349_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062349_CS_GEX,sequencing assay,ERX12519401,5891STDY8062349_S1_L001_I2_001.fastq.gz,5891STDY8062349_S1_L001_I2_001.fastq.gz,ERR13148151,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148151/5891STDY8062349_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062349.tar.gz,18th week post-fertilization human stage,proximal lung,10x 5' v1
17,5891STDY8062349_CS_GEX,ERS20107584,SAMEA115651491,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062349_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062349_CS_GEX,sequencing assay,ERX12519401,5891STDY8062349_S1_L001_R1_001.fastq.gz,5891STDY8062349_S1_L001_R1_001.fastq.gz,ERR13148151,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148151/5891STDY8062349_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062349.tar.gz,18th week post-fertilization human stage,proximal lung,10x 5' v1
18,5891STDY8062349_CS_GEX,ERS20107584,SAMEA115651491,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062349_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062349_CS_GEX,sequencing assay,ERX12519401,5891STDY8062349_S1_L001_R2_001.fastq.gz,5891STDY8062349_S1_L001_R2_001.fastq.gz,ERR13148151,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148151/5891STDY8062349_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062349.tar.gz,18th week post-fertilization human stage,proximal lung,10x 5' v1
19,5891STDY8062349_CS_GEX,ERS20107584,SAMEA115651491,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,5891STDY8062349_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,5891STDY8062349_CS_GEX,sequencing assay,ERX12519401,5891STDY8062349_S1_L001_I1_001.fastq.gz,5891STDY8062349_S1_L001_I1_001.fastq.gz,ERR13148151,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148151/5891STDY8062349_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062349.tar.gz,18th week post-fertilization human stage,proximal lung,10x 5' v1
20,5891STDY8062349_CS_TCR,ERS20107585,SAMEA115651492,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062349_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062349_CS_TCR,sequencing assay,ERX12519402,5891STDY8062333_S1_L001_I1_001.fastq.gz,5891STDY8062333_S1_L001_I1_001.fastq.gz,ERR13148092,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148092/5891STDY8062333_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,5891STDY8062333.tar.gz,18th week post-fertilization human stage,proximal lung,10x TCR enrichment
21,5891STDY8062349_CS_TCR,ERS20107585,SAMEA115651492,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062349_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062349_CS_TCR,sequencing assay,ERX12519402,5891STDY8062333_S1_L001_I2_001.fastq.gz,5891STDY8062333_S1_L001_I2_001.fastq.gz,ERR13148092,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148092/5891STDY8062333_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,5891STDY8062333.tar.gz,18th week post-fertilization human stage,proximal lung,10x TCR enrichment
22,5891STDY8062349_CS_TCR,ERS20107585,SAMEA115651492,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062349_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062349_CS_TCR,sequencing assay,ERX12519402,5891STDY8062333_S1_L001_R1_001.fastq.gz,5891STDY8062333_S1_L001_R1_001.fastq.gz,ERR13148092,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148092/5891STDY8062333_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,5891STDY8062333.tar.gz,18th week post-fertilization human stage,proximal lung,10x TCR enrichment
23,5891STDY8062349_CS_TCR,ERS20107585,SAMEA115651492,Homo sapiens,HDBR14808,18,week,EFO,UO_0000034,male,18th week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,5891STDY8062349_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,5891STDY8062349_CS_TCR,sequencing assay,ERX12519402,5891STDY8062333_S1_L001_R2_001.fastq.gz,5891STDY8062333_S1_L001_R2_001.fastq.gz,ERR13148092,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148092/5891STDY8062333_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,5891STDY8062333.tar.gz,18th week post-fertilization human stage,proximal lung,10x TCR enrichment
