,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[individual],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[sex],Characteristics[developmental stage],Characteristics[disease],Characteristics[organism part],Characteristics[sampling site],Characteristics[protocol],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Protocol REF.3,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.4,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Protocol REF.5,Protocol REF.6,Derived Array Data File,Factor Value[developmental stage],Factor Value[sampling site],Factor Value[protocol]
200,WSSS_F_LNG8713181_CS_GEX,ERS20107636,SAMEA115651543,Homo sapiens,HDBR15168,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,distal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,WSSS_F_LNG8713181_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713181_CS_GEX,sequencing assay,ERX12519453,WSSS_F_LNG8713181_S1_L001_R2_001.fastq.gz,WSSS_F_LNG8713181_S1_L001_R2_001.fastq.gz,ERR13148135,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148135/WSSS_F_LNG8713181_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG8713181.tar.gz,22nd week post-fertilization human stage,distal lung,10x 5' v1
201,WSSS_F_LNG8713181_CS_GEX,ERS20107636,SAMEA115651543,Homo sapiens,HDBR15168,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,distal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,WSSS_F_LNG8713181_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713181_CS_GEX,sequencing assay,ERX12519453,WSSS_F_LNG8713181_S1_L001_I1_001.fastq.gz,WSSS_F_LNG8713181_S1_L001_I1_001.fastq.gz,ERR13148135,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148135/WSSS_F_LNG8713181_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG8713181.tar.gz,22nd week post-fertilization human stage,distal lung,10x 5' v1
202,WSSS_F_LNG8713181_CS_GEX,ERS20107636,SAMEA115651543,Homo sapiens,HDBR15168,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,distal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,WSSS_F_LNG8713181_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713181_CS_GEX,sequencing assay,ERX12519453,WSSS_F_LNG8713181_S1_L001_R1_001.fastq.gz,WSSS_F_LNG8713181_S1_L001_R1_001.fastq.gz,ERR13148135,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148135/WSSS_F_LNG8713181_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG8713181.tar.gz,22nd week post-fertilization human stage,distal lung,10x 5' v1
203,WSSS_F_LNG8713181_CS_TCR,ERS20107637,SAMEA115651544,Homo sapiens,HDBR15168,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,WSSS_F_LNG8713181_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713181_CS_TCR,sequencing assay,ERX12519454,WSSS_F_LNG9306381_S1_L001_I1_001.fastq.gz,WSSS_F_LNG9306381_S1_L001_I1_001.fastq.gz,ERR13148152,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148152/WSSS_F_LNG9306381_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306381.tar.gz,22nd week post-fertilization human stage,distal lung,10x TCR enrichment
204,WSSS_F_LNG8713181_CS_TCR,ERS20107637,SAMEA115651544,Homo sapiens,HDBR15168,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,WSSS_F_LNG8713181_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713181_CS_TCR,sequencing assay,ERX12519454,WSSS_F_LNG9306381_S1_L001_R2_001.fastq.gz,WSSS_F_LNG9306381_S1_L001_R2_001.fastq.gz,ERR13148152,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148152/WSSS_F_LNG9306381_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306381.tar.gz,22nd week post-fertilization human stage,distal lung,10x TCR enrichment
205,WSSS_F_LNG8713181_CS_TCR,ERS20107637,SAMEA115651544,Homo sapiens,HDBR15168,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,WSSS_F_LNG8713181_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713181_CS_TCR,sequencing assay,ERX12519454,WSSS_F_LNG9306381_S1_L001_I2_001.fastq.gz,WSSS_F_LNG9306381_S1_L001_I2_001.fastq.gz,ERR13148152,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148152/WSSS_F_LNG9306381_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306381.tar.gz,22nd week post-fertilization human stage,distal lung,10x TCR enrichment
206,WSSS_F_LNG8713181_CS_TCR,ERS20107637,SAMEA115651544,Homo sapiens,HDBR15168,22,week,EFO,UO_0000034,male,22nd week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,WSSS_F_LNG8713181_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713181_CS_TCR,sequencing assay,ERX12519454,WSSS_F_LNG9306381_S1_L001_R1_001.fastq.gz,WSSS_F_LNG9306381_S1_L001_R1_001.fastq.gz,ERR13148152,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148152/WSSS_F_LNG9306381_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306381.tar.gz,22nd week post-fertilization human stage,distal lung,10x TCR enrichment
207,WSSS_F_LNG8713184_CS_BCR,ERS20107638,SAMEA115651545,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,WSSS_F_LNG8713184_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713184_CS_BCR,sequencing assay,ERX12519455,WSSS_F_LNG9306374_S1_L001_I1_001.fastq.gz,WSSS_F_LNG9306374_S1_L001_I1_001.fastq.gz,ERR13148155,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148155/WSSS_F_LNG9306374_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306374.tar.gz,15th week post-fertilization human stage,proximal lung,10x BCR enrichment
208,WSSS_F_LNG8713184_CS_BCR,ERS20107638,SAMEA115651545,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,WSSS_F_LNG8713184_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713184_CS_BCR,sequencing assay,ERX12519455,WSSS_F_LNG9306374_S1_L001_I2_001.fastq.gz,WSSS_F_LNG9306374_S1_L001_I2_001.fastq.gz,ERR13148155,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148155/WSSS_F_LNG9306374_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306374.tar.gz,15th week post-fertilization human stage,proximal lung,10x BCR enrichment
209,WSSS_F_LNG8713184_CS_BCR,ERS20107638,SAMEA115651545,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,WSSS_F_LNG8713184_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713184_CS_BCR,sequencing assay,ERX12519455,WSSS_F_LNG9306374_S1_L001_R1_001.fastq.gz,WSSS_F_LNG9306374_S1_L001_R1_001.fastq.gz,ERR13148155,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148155/WSSS_F_LNG9306374_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306374.tar.gz,15th week post-fertilization human stage,proximal lung,10x BCR enrichment
210,WSSS_F_LNG8713184_CS_BCR,ERS20107638,SAMEA115651545,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,WSSS_F_LNG8713184_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713184_CS_BCR,sequencing assay,ERX12519455,WSSS_F_LNG9306374_S1_L001_R2_001.fastq.gz,WSSS_F_LNG9306374_S1_L001_R2_001.fastq.gz,ERR13148155,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148155/WSSS_F_LNG9306374_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306374.tar.gz,15th week post-fertilization human stage,proximal lung,10x BCR enrichment
211,WSSS_F_LNG8713184_CS_GEX,ERS20107639,SAMEA115651546,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,WSSS_F_LNG8713184_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713184_CS_GEX,sequencing assay,ERX12519456,WSSS_F_LNG8713184_S1_L001_R2_001.fastq.gz,WSSS_F_LNG8713184_S1_L001_R2_001.fastq.gz,ERR13148123,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148123/WSSS_F_LNG8713184_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG8713184.tar.gz,15th week post-fertilization human stage,proximal lung,10x 5' v1
212,WSSS_F_LNG8713184_CS_GEX,ERS20107639,SAMEA115651546,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,WSSS_F_LNG8713184_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713184_CS_GEX,sequencing assay,ERX12519456,WSSS_F_LNG8713184_S1_L001_I1_001.fastq.gz,WSSS_F_LNG8713184_S1_L001_I1_001.fastq.gz,ERR13148123,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148123/WSSS_F_LNG8713184_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG8713184.tar.gz,15th week post-fertilization human stage,proximal lung,10x 5' v1
213,WSSS_F_LNG8713184_CS_GEX,ERS20107639,SAMEA115651546,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x 5' v1,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-117817,P-MTAB-143755,WSSS_F_LNG8713184_CS_GEX,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',read2,0.0,91.0,0.0,read1,16.0,5 prime tag,polyA RNA,10x 5' v1,oligo-dT,0.0,index1,8.0,10x technology,none,16.0,read1,10.0,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713184_CS_GEX,sequencing assay,ERX12519456,WSSS_F_LNG8713184_S1_L001_R1_001.fastq.gz,WSSS_F_LNG8713184_S1_L001_R1_001.fastq.gz,ERR13148123,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148123/WSSS_F_LNG8713184_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG8713184.tar.gz,15th week post-fertilization human stage,proximal lung,10x 5' v1
214,WSSS_F_LNG8713184_CS_TCR,ERS20107640,SAMEA115651547,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,WSSS_F_LNG8713184_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713184_CS_TCR,sequencing assay,ERX12519457,WSSS_F_LNG9306370_S1_L001_I1_001.fastq.gz,WSSS_F_LNG9306370_S1_L001_I1_001.fastq.gz,ERR13148154,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148154/WSSS_F_LNG9306370_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306370.tar.gz,15th week post-fertilization human stage,proximal lung,10x TCR enrichment
215,WSSS_F_LNG8713184_CS_TCR,ERS20107640,SAMEA115651547,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,WSSS_F_LNG8713184_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713184_CS_TCR,sequencing assay,ERX12519457,WSSS_F_LNG9306370_S1_L001_R2_001.fastq.gz,WSSS_F_LNG9306370_S1_L001_R2_001.fastq.gz,ERR13148154,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148154/WSSS_F_LNG9306370_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306370.tar.gz,15th week post-fertilization human stage,proximal lung,10x TCR enrichment
216,WSSS_F_LNG8713184_CS_TCR,ERS20107640,SAMEA115651547,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,WSSS_F_LNG8713184_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713184_CS_TCR,sequencing assay,ERX12519457,WSSS_F_LNG9306370_S1_L001_I2_001.fastq.gz,WSSS_F_LNG9306370_S1_L001_I2_001.fastq.gz,ERR13148154,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148154/WSSS_F_LNG9306370_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306370.tar.gz,15th week post-fertilization human stage,proximal lung,10x TCR enrichment
217,WSSS_F_LNG8713184_CS_TCR,ERS20107640,SAMEA115651547,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,proximal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143753,P-MTAB-143755,WSSS_F_LNG8713184_CS_TCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117819,Wellcome Sanger,WSSS_F_LNG8713184_CS_TCR,sequencing assay,ERX12519457,WSSS_F_LNG9306370_S1_L001_R1_001.fastq.gz,WSSS_F_LNG9306370_S1_L001_R1_001.fastq.gz,ERR13148154,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148154/WSSS_F_LNG9306370_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306370.tar.gz,15th week post-fertilization human stage,proximal lung,10x TCR enrichment
218,WSSS_F_LNG8713185_CS_BCR,ERS20107641,SAMEA115651548,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,WSSS_F_LNG8713185_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713185_CS_BCR,sequencing assay,ERX12519458,WSSS_F_LNG9306375_S1_L001_I2_001.fastq.gz,WSSS_F_LNG9306375_S1_L001_I2_001.fastq.gz,ERR13148122,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148122/WSSS_F_LNG9306375_S1_L001_I2_001.fastq.gz,sample_barcode,index2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306375.tar.gz,15th week post-fertilization human stage,distal lung,10x BCR enrichment
219,WSSS_F_LNG8713185_CS_BCR,ERS20107641,SAMEA115651548,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,WSSS_F_LNG8713185_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713185_CS_BCR,sequencing assay,ERX12519458,WSSS_F_LNG9306375_S1_L001_R1_001.fastq.gz,WSSS_F_LNG9306375_S1_L001_R1_001.fastq.gz,ERR13148122,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148122/WSSS_F_LNG9306375_S1_L001_R1_001.fastq.gz,"feature_barcode, umi_barcode",read1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306375.tar.gz,15th week post-fertilization human stage,distal lung,10x BCR enrichment
220,WSSS_F_LNG8713185_CS_BCR,ERS20107641,SAMEA115651548,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,WSSS_F_LNG8713185_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713185_CS_BCR,sequencing assay,ERX12519458,WSSS_F_LNG9306375_S1_L001_I1_001.fastq.gz,WSSS_F_LNG9306375_S1_L001_I1_001.fastq.gz,ERR13148122,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148122/WSSS_F_LNG9306375_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306375.tar.gz,15th week post-fertilization human stage,distal lung,10x BCR enrichment
221,WSSS_F_LNG8713185_CS_BCR,ERS20107641,SAMEA115651548,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,distal lung,10x BCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,P-MTAB-143754,P-MTAB-143755,WSSS_F_LNG8713185_CS_BCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x BCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713185_CS_BCR,sequencing assay,ERX12519458,WSSS_F_LNG9306375_S1_L001_R2_001.fastq.gz,WSSS_F_LNG9306375_S1_L001_R2_001.fastq.gz,ERR13148122,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148122/WSSS_F_LNG9306375_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG9306375.tar.gz,15th week post-fertilization human stage,distal lung,10x BCR enrichment
222,WSSS_F_LNG8713185_CS_gdTCR,ERS20107642,SAMEA115651549,Homo sapiens,HDBR15233,15,week,EFO,UO_0000034,male,15th week post-fertilization human stage,normal,lung,distal lung,10x TCR enrichment,cell,P-MTAB-117812,P-MTAB-117816,,P-MTAB-143755,WSSS_F_LNG8713185_CS_gdTCR,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,first strand,OTHER,5'-3'-3'-5',,,,,,,5 prime tag,polyA RNA,10x TCR enrichment,oligo-dT,,,,10x technology,none,,,,P-MTAB-117818,Wellcome Sanger,WSSS_F_LNG8713185_CS_gdTCR,sequencing assay,ERX12519459,WSSS_F_LNG10211451_S1_L001_R2_001.fastq.gz,WSSS_F_LNG10211451_S1_L001_R2_001.fastq.gz,ERR13148149,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR131/ERR13148149/WSSS_F_LNG10211451_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-143756,P-MTAB-143757,WSSS_F_LNG10211451.tar.gz,15th week post-fertilization human stage,distal lung,10x TCR enrichment
