,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[developmental stage],Characteristics[individual],Characteristics[organism part],Material Type,Protocol REF,Performer,Protocol REF.1,Performer.1,Protocol REF.2,Performer.2,Extract Name,Material Type.1,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.3,Performer.3,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Protocol REF.4,Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Factor Value[organism part],Factor Value[single cell identifier]
53,Human_colon_16S8159182,ERS23679623,SAMEA117739747,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159182,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159182_S1_L001,sequencing assay,ERX14049196,P-MTAB-151496,Human_colon_16S8159182_S1_L001_R2_001.fastq.gz,Human_colon_16S8159182_S1_L001_R2_001.fastq.gz,ERR14648069,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648069/Human_colon_16S8159182_S1_L001_R2_001.fastq.gz,single,read2,small intestine,F72-FPI-0-SC-1
54,Human_colon_16S8159183,ERS23679624,SAMEA117739748,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159183,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159183_S1_L001,sequencing assay,ERX14049197,P-MTAB-151496,Human_colon_16S8159183_S1_L001_I1_001.fastq.gz,Human_colon_16S8159183_S1_L001_I1_001.fastq.gz,ERR14648067,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648067/Human_colon_16S8159183_S1_L001_I1_001.fastq.gz,sample_barcode,index1,small intestine,F72-FMI-0-SC-1
55,Human_colon_16S8159183,ERS23679624,SAMEA117739748,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159183,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159183_S1_L001,sequencing assay,ERX14049197,P-MTAB-151496,Human_colon_16S8159183_S1_L001_R1_001.fastq.gz,Human_colon_16S8159183_S1_L001_R1_001.fastq.gz,ERR14648067,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648067/Human_colon_16S8159183_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,small intestine,F72-FMI-0-SC-1
56,Human_colon_16S8159183,ERS23679624,SAMEA117739748,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159183,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159183_S1_L001,sequencing assay,ERX14049197,P-MTAB-151496,Human_colon_16S8159183_S1_L001_R2_001.fastq.gz,Human_colon_16S8159183_S1_L001_R2_001.fastq.gz,ERR14648067,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648067/Human_colon_16S8159183_S1_L001_R2_001.fastq.gz,single,read2,small intestine,F72-FMI-0-SC-1
57,Human_colon_16S8159184,ERS23679625,SAMEA117739749,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159184,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159184_S1_L001,sequencing assay,ERX14049198,P-MTAB-151496,Human_colon_16S8159184_S1_L001_I1_001.fastq.gz,Human_colon_16S8159184_S1_L001_I1_001.fastq.gz,ERR14648053,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648053/Human_colon_16S8159184_S1_L001_I1_001.fastq.gz,sample_barcode,index1,small intestine,F72-FTI-0-SC-1
58,Human_colon_16S8159184,ERS23679625,SAMEA117739749,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159184,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159184_S1_L001,sequencing assay,ERX14049198,P-MTAB-151496,Human_colon_16S8159184_S1_L001_R1_001.fastq.gz,Human_colon_16S8159184_S1_L001_R1_001.fastq.gz,ERR14648053,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648053/Human_colon_16S8159184_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,small intestine,F72-FTI-0-SC-1
59,Human_colon_16S8159184,ERS23679625,SAMEA117739749,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159184,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159184_S1_L001,sequencing assay,ERX14049198,P-MTAB-151496,Human_colon_16S8159184_S1_L001_R2_001.fastq.gz,Human_colon_16S8159184_S1_L001_R2_001.fastq.gz,ERR14648053,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648053/Human_colon_16S8159184_S1_L001_R2_001.fastq.gz,single,read2,small intestine,F72-FTI-0-SC-1
60,Human_colon_16S8159185,ERS23679626,SAMEA117739750,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,large intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159185,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159185_S1_L001,sequencing assay,ERX14049199,P-MTAB-151496,Human_colon_16S8159185_S1_L001_I1_001.fastq.gz,Human_colon_16S8159185_S1_L001_I1_001.fastq.gz,ERR14648051,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648051/Human_colon_16S8159185_S1_L001_I1_001.fastq.gz,sample_barcode,index1,large intestine,F72-FLI-0-SC-1
61,Human_colon_16S8159185,ERS23679626,SAMEA117739750,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,large intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159185,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159185_S1_L001,sequencing assay,ERX14049199,P-MTAB-151496,Human_colon_16S8159185_S1_L001_R1_001.fastq.gz,Human_colon_16S8159185_S1_L001_R1_001.fastq.gz,ERR14648051,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648051/Human_colon_16S8159185_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,large intestine,F72-FLI-0-SC-1
62,Human_colon_16S8159185,ERS23679626,SAMEA117739750,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,large intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159185,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159185_S1_L001,sequencing assay,ERX14049199,P-MTAB-151496,Human_colon_16S8159185_S1_L001_R2_001.fastq.gz,Human_colon_16S8159185_S1_L001_R2_001.fastq.gz,ERR14648051,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648051/Human_colon_16S8159185_S1_L001_R2_001.fastq.gz,single,read2,large intestine,F72-FLI-0-SC-1
63,Human_colon_16S8159186,ERS23679627,SAMEA117739751,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,mesenteric lymph node,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159186,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159186_S1_L001,sequencing assay,ERX14049200,P-MTAB-151496,Human_colon_16S8159186_S1_L001_I1_001.fastq.gz,Human_colon_16S8159186_S1_L001_I1_001.fastq.gz,ERR14648055,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648055/Human_colon_16S8159186_S1_L001_I1_001.fastq.gz,sample_barcode,index1,mesenteric lymph node,F72-MLN-0-SC-1
64,Human_colon_16S8159186,ERS23679627,SAMEA117739751,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,mesenteric lymph node,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159186,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159186_S1_L001,sequencing assay,ERX14049200,P-MTAB-151496,Human_colon_16S8159186_S1_L001_R1_001.fastq.gz,Human_colon_16S8159186_S1_L001_R1_001.fastq.gz,ERR14648055,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648055/Human_colon_16S8159186_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,mesenteric lymph node,F72-MLN-0-SC-1
65,Human_colon_16S8159186,ERS23679627,SAMEA117739751,Homo sapiens,16.0,week,EFO,UO_0000034,embryo,F72,mesenteric lymph node,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159186,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159186_S1_L001,sequencing assay,ERX14049200,P-MTAB-151496,Human_colon_16S8159186_S1_L001_R2_001.fastq.gz,Human_colon_16S8159186_S1_L001_R2_001.fastq.gz,ERR14648055,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648055/Human_colon_16S8159186_S1_L001_R2_001.fastq.gz,single,read2,mesenteric lymph node,F72-MLN-0-SC-1
66,Human_colon_16S8159187,ERS23679628,SAMEA117739752,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159187,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159187_S1_L001,sequencing assay,ERX14049201,P-MTAB-151496,Human_colon_16S8159187_S1_L001_I1_001.fastq.gz,Human_colon_16S8159187_S1_L001_I1_001.fastq.gz,ERR14648057,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648057/Human_colon_16S8159187_S1_L001_I1_001.fastq.gz,sample_barcode,index1,small intestine,F73-FPI-0-SC-1
67,Human_colon_16S8159187,ERS23679628,SAMEA117739752,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159187,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159187_S1_L001,sequencing assay,ERX14049201,P-MTAB-151496,Human_colon_16S8159187_S1_L001_R1_001.fastq.gz,Human_colon_16S8159187_S1_L001_R1_001.fastq.gz,ERR14648057,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648057/Human_colon_16S8159187_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,small intestine,F73-FPI-0-SC-1
68,Human_colon_16S8159187,ERS23679628,SAMEA117739752,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159187,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159187_S1_L001,sequencing assay,ERX14049201,P-MTAB-151496,Human_colon_16S8159187_S1_L001_R2_001.fastq.gz,Human_colon_16S8159187_S1_L001_R2_001.fastq.gz,ERR14648057,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648057/Human_colon_16S8159187_S1_L001_R2_001.fastq.gz,single,read2,small intestine,F73-FPI-0-SC-1
69,Human_colon_16S8159188,ERS23679629,SAMEA117739753,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159188,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159188_S1_L001,sequencing assay,ERX14049202,P-MTAB-151496,Human_colon_16S8159188_S1_L001_I1_001.fastq.gz,Human_colon_16S8159188_S1_L001_I1_001.fastq.gz,ERR14648062,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648062/Human_colon_16S8159188_S1_L001_I1_001.fastq.gz,sample_barcode,index1,small intestine,F73-FMI-0-SC-1
70,Human_colon_16S8159188,ERS23679629,SAMEA117739753,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159188,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159188_S1_L001,sequencing assay,ERX14049202,P-MTAB-151496,Human_colon_16S8159188_S1_L001_R1_001.fastq.gz,Human_colon_16S8159188_S1_L001_R1_001.fastq.gz,ERR14648062,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648062/Human_colon_16S8159188_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,small intestine,F73-FMI-0-SC-1
71,Human_colon_16S8159188,ERS23679629,SAMEA117739753,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159188,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159188_S1_L001,sequencing assay,ERX14049202,P-MTAB-151496,Human_colon_16S8159188_S1_L001_R2_001.fastq.gz,Human_colon_16S8159188_S1_L001_R2_001.fastq.gz,ERR14648062,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648062/Human_colon_16S8159188_S1_L001_R2_001.fastq.gz,single,read2,small intestine,F73-FMI-0-SC-1
72,Human_colon_16S8159189,ERS23679630,SAMEA117739754,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159189,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159189_S1_L001,sequencing assay,ERX14049203,P-MTAB-151496,Human_colon_16S8159189_S1_L001_I1_001.fastq.gz,Human_colon_16S8159189_S1_L001_I1_001.fastq.gz,ERR14648070,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648070/Human_colon_16S8159189_S1_L001_I1_001.fastq.gz,sample_barcode,index1,small intestine,F73-FTI-0-SC-1
73,Human_colon_16S8159189,ERS23679630,SAMEA117739754,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159189,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159189_S1_L001,sequencing assay,ERX14049203,P-MTAB-151496,Human_colon_16S8159189_S1_L001_R1_001.fastq.gz,Human_colon_16S8159189_S1_L001_R1_001.fastq.gz,ERR14648070,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648070/Human_colon_16S8159189_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,small intestine,F73-FTI-0-SC-1
74,Human_colon_16S8159189,ERS23679630,SAMEA117739754,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,small intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159189,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159189_S1_L001,sequencing assay,ERX14049203,P-MTAB-151496,Human_colon_16S8159189_S1_L001_R2_001.fastq.gz,Human_colon_16S8159189_S1_L001_R2_001.fastq.gz,ERR14648070,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648070/Human_colon_16S8159189_S1_L001_R2_001.fastq.gz,single,read2,small intestine,F73-FTI-0-SC-1
75,Human_colon_16S8159190,ERS23679631,SAMEA117739755,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,large intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159190,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159190_S1_L001,sequencing assay,ERX14049204,P-MTAB-151496,Human_colon_16S8159190_S1_L001_I1_001.fastq.gz,Human_colon_16S8159190_S1_L001_I1_001.fastq.gz,ERR14648064,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648064/Human_colon_16S8159190_S1_L001_I1_001.fastq.gz,sample_barcode,index1,large intestine,F73-FLI-0-SC-1
76,Human_colon_16S8159190,ERS23679631,SAMEA117739755,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,large intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159190,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159190_S1_L001,sequencing assay,ERX14049204,P-MTAB-151496,Human_colon_16S8159190_S1_L001_R1_001.fastq.gz,Human_colon_16S8159190_S1_L001_R1_001.fastq.gz,ERR14648064,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648064/Human_colon_16S8159190_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,large intestine,F73-FLI-0-SC-1
77,Human_colon_16S8159190,ERS23679631,SAMEA117739755,Homo sapiens,15.0,week,EFO,UO_0000034,embryo,F73,large intestine,organism part,P-MTAB-151493,"Rasa Elmentaite, Kylie James",P-MTAB-151494,"Rasa Elmentaite, Kylie James",P-MTAB-151495,"Lira Mamanova, Liam Bolt",Human_colon_16S8159190,RNA,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,350,50,5'-3'-3'-5',read2,0,98,0,read1,16,5 prime tag,polyA RNA,10x 5' v2,oligo-dT,0,index1,8,10x technology,none,16,read1,10,P-MTAB-151496,WSI Sequencing Pipelines,Human_colon_16S8159190_S1_L001,sequencing assay,ERX14049204,P-MTAB-151496,Human_colon_16S8159190_S1_L001_R2_001.fastq.gz,Human_colon_16S8159190_S1_L001_R2_001.fastq.gz,ERR14648064,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR146/ERR14648064/Human_colon_16S8159190_S1_L001_R2_001.fastq.gz,single,read2,large intestine,F73-FLI-0-SC-1
