,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[developmental stage],Characteristics[embryonic stage],Characteristics[sex],Characteristics[disease],Characteristics[organism part],Characteristics[sampling site],Characteristics[individual],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[single cell isolation],Comment[spike in],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[READ_TYPE],Comment[READ_INDEX],Protocol REF.4,Protocol REF.5,Derived Array Data File,Derived Array Data File.1,Protocol REF.6,Protocol REF.7,Derived Array Data File.2,Derived Array Data File.3,Protocol REF.8,Protocol REF.9,Derived Array Data File.4,Derived Array Data File.5,Factor Value[sampling site]
76,WS_wEMB11031944,ERS10921083,SAMEA13318344,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section six,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031944,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031944,sequencing assay,ERX8675086,WS_wEMB11031944_S1_L001_R1_001.fastq.gz,WS_wEMB11031944_S1_L001_R1_001.fastq.gz,ERR9132620,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132620/WS_wEMB11031944_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section six
77,WS_wEMB11031944,ERS10921083,SAMEA13318344,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section six,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031944,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031944,sequencing assay,ERX8675086,WS_wEMB11031944_S1_L001_R2_001.fastq.gz,WS_wEMB11031944_S1_L001_R2_001.fastq.gz,ERR9132620,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132620/WS_wEMB11031944_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section six
78,WS_wEMB11031945,ERS10921084,SAMEA13318345,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section seven,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031945,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031945,sequencing assay,ERX8675087,WS_wEMB11031945_S1_L001_I1_001.fastq.gz,WS_wEMB11031945_S1_L001_I1_001.fastq.gz,ERR9132621,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132621/WS_wEMB11031945_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section seven
79,WS_wEMB11031945,ERS10921084,SAMEA13318345,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section seven,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031945,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031945,sequencing assay,ERX8675087,WS_wEMB11031945_S1_L001_R1_001.fastq.gz,WS_wEMB11031945_S1_L001_R1_001.fastq.gz,ERR9132621,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132621/WS_wEMB11031945_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section seven
80,WS_wEMB11031945,ERS10921084,SAMEA13318345,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section seven,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031945,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031945,sequencing assay,ERX8675087,WS_wEMB11031945_S1_L001_R2_001.fastq.gz,WS_wEMB11031945_S1_L001_R2_001.fastq.gz,ERR9132621,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132621/WS_wEMB11031945_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section seven
81,WS_wEMB11031946,ERS10921085,SAMEA13318346,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section eight,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031946,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031946,sequencing assay,ERX8675088,WS_wEMB11031946_S1_L001_I1_001.fastq.gz,WS_wEMB11031946_S1_L001_I1_001.fastq.gz,ERR9132622,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132622/WS_wEMB11031946_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section eight
82,WS_wEMB11031946,ERS10921085,SAMEA13318346,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section eight,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031946,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031946,sequencing assay,ERX8675088,WS_wEMB11031946_S1_L001_R1_001.fastq.gz,WS_wEMB11031946_S1_L001_R1_001.fastq.gz,ERR9132622,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132622/WS_wEMB11031946_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section eight
83,WS_wEMB11031946,ERS10921085,SAMEA13318346,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section eight,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031946,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031946,sequencing assay,ERX8675088,WS_wEMB11031946_S1_L001_R2_001.fastq.gz,WS_wEMB11031946_S1_L001_R2_001.fastq.gz,ERR9132622,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132622/WS_wEMB11031946_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section eight
84,WS_wEMB11031947,ERS10921086,SAMEA13318347,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section five,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031947,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031947,sequencing assay,ERX8675089,WS_wEMB11031947_S1_L001_I1_001.fastq.gz,WS_wEMB11031947_S1_L001_I1_001.fastq.gz,ERR9132623,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132623/WS_wEMB11031947_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section five
85,WS_wEMB11031947,ERS10921086,SAMEA13318347,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section five,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031947,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031947,sequencing assay,ERX8675089,WS_wEMB11031947_S1_L001_R1_001.fastq.gz,WS_wEMB11031947_S1_L001_R1_001.fastq.gz,ERR9132623,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132623/WS_wEMB11031947_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section five
86,WS_wEMB11031947,ERS10921086,SAMEA13318347,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section five,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031947,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031947,sequencing assay,ERX8675089,WS_wEMB11031947_S1_L001_R2_001.fastq.gz,WS_wEMB11031947_S1_L001_R2_001.fastq.gz,ERR9132623,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132623/WS_wEMB11031947_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section five
87,WS_wEMB11031948,ERS10921087,SAMEA13318348,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section six,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031948,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031948,sequencing assay,ERX8675090,WS_wEMB11031948_S1_L001_I1_001.fastq.gz,WS_wEMB11031948_S1_L001_I1_001.fastq.gz,ERR9132624,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132624/WS_wEMB11031948_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section six
88,WS_wEMB11031948,ERS10921087,SAMEA13318348,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section six,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031948,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031948,sequencing assay,ERX8675090,WS_wEMB11031948_S1_L001_R1_001.fastq.gz,WS_wEMB11031948_S1_L001_R1_001.fastq.gz,ERR9132624,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132624/WS_wEMB11031948_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section six
89,WS_wEMB11031948,ERS10921087,SAMEA13318348,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section six,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031948,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031948,sequencing assay,ERX8675090,WS_wEMB11031948_S1_L001_R2_001.fastq.gz,WS_wEMB11031948_S1_L001_R2_001.fastq.gz,ERR9132624,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132624/WS_wEMB11031948_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section six
90,WS_wEMB11031949,ERS10921088,SAMEA13318349,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section seven,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031949,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031949,sequencing assay,ERX8675091,WS_wEMB11031949_S1_L001_I1_001.fastq.gz,WS_wEMB11031949_S1_L001_I1_001.fastq.gz,ERR9132625,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132625/WS_wEMB11031949_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section seven
91,WS_wEMB11031949,ERS10921088,SAMEA13318349,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section seven,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031949,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031949,sequencing assay,ERX8675091,WS_wEMB11031949_S1_L001_R1_001.fastq.gz,WS_wEMB11031949_S1_L001_R1_001.fastq.gz,ERR9132625,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132625/WS_wEMB11031949_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section seven
92,WS_wEMB11031949,ERS10921088,SAMEA13318349,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section seven,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031949,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031949,sequencing assay,ERX8675091,WS_wEMB11031949_S1_L001_R2_001.fastq.gz,WS_wEMB11031949_S1_L001_R2_001.fastq.gz,ERR9132625,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132625/WS_wEMB11031949_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section seven
93,WS_wEMB11031950,ERS10921089,SAMEA13318350,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section eight,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031950,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031950,sequencing assay,ERX8675092,WS_wEMB11031950_S1_L001_I1_001.fastq.gz,WS_wEMB11031950_S1_L001_I1_001.fastq.gz,ERR9132626,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132626/WS_wEMB11031950_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section eight
94,WS_wEMB11031950,ERS10921089,SAMEA13318350,Homo sapiens,embryonic stage,Carnegie stage 16,male,normal,embryo,section eight,F147,cell,P-MTAB-119561,P-MTAB-119562,P-MTAB-119563,WS_wEMB11031950,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',5 prime tag,polyA RNA,10x 5' v2,oligo-dT,10x,none,0,index 1,8,16,read 1,10,read 2,0,98,0,read 1,16,P-MTAB-119564,Sanger Institute,WS_wEMB11031950,sequencing assay,ERX8675092,WS_wEMB11031950_S1_L001_R1_001.fastq.gz,WS_wEMB11031950_S1_L001_R1_001.fastq.gz,ERR9132626,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR913/ERR9132626/WS_wEMB11031950_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119565,P-MTAB-119566,F147_cellranger_features_for_all_lanes.tsv.gz,F147_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_barcodes_for_all_lanes.tsv.gz,F147_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119565,P-MTAB-119566,F147_cellranger_count_matrix_for_all_lanes.mtx.gz,F147_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,section eight
