,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[embryo stage],Characteristics[developmental stage],Characteristics[sex],Characteristics[disease],Characteristics[individual],Characteristics[organism part],Characteristics[fraction],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[ORIENTATION],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[spike in],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.3,Performer,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[read_type],Comment[read_index],Protocol REF.4,Protocol REF.5,Derived Array Data File,Derived Array Data File.1,Protocol REF.6,Protocol REF.7,Derived Array Data File.2,Derived Array Data File.3,Protocol REF.8,Protocol REF.9,Derived Array Data File.4,Derived Array Data File.5,Factor Value[organism part],Factor Value[fraction]
33,WS_wEMB10202347,ERS10855326,SAMEA13252275,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,liver,section four,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202347,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202347,sequencing assay,ERX8578002,WS_wEMB10202347_S1_L001_I1_001.fastq.gz,WS_wEMB10202347_S1_L001_I1_001.fastq.gz,ERR9034738,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034738/WS_wEMB10202347_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,liver,section four
34,WS_wEMB10202347,ERS10855326,SAMEA13252275,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,liver,section four,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202347,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202347,sequencing assay,ERX8578002,WS_wEMB10202347_S1_L001_R1_001.fastq.gz,WS_wEMB10202347_S1_L001_R1_001.fastq.gz,ERR9034738,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034738/WS_wEMB10202347_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,liver,section four
35,WS_wEMB10202347,ERS10855326,SAMEA13252275,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,liver,section four,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202347,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202347,sequencing assay,ERX8578002,WS_wEMB10202347_S1_L001_R2_001.fastq.gz,WS_wEMB10202347_S1_L001_R2_001.fastq.gz,ERR9034738,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034738/WS_wEMB10202347_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,liver,section four
36,WS_wEMB10202348,ERS10855327,SAMEA13252276,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,liver,section four,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202348,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202348,sequencing assay,ERX8578003,WS_wEMB10202348_S1_L001_I1_001.fastq.gz,WS_wEMB10202348_S1_L001_I1_001.fastq.gz,ERR9034739,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034739/WS_wEMB10202348_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,liver,section four
37,WS_wEMB10202348,ERS10855327,SAMEA13252276,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,liver,section four,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202348,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202348,sequencing assay,ERX8578003,WS_wEMB10202348_S1_L001_R1_001.fastq.gz,WS_wEMB10202348_S1_L001_R1_001.fastq.gz,ERR9034739,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034739/WS_wEMB10202348_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,liver,section four
38,WS_wEMB10202348,ERS10855327,SAMEA13252276,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,liver,section four,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202348,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202348,sequencing assay,ERX8578003,WS_wEMB10202348_S1_L001_R2_001.fastq.gz,WS_wEMB10202348_S1_L001_R2_001.fastq.gz,ERR9034739,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034739/WS_wEMB10202348_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,liver,section four
39,WS_wEMB10202349,ERS10855328,SAMEA13252277,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202349,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202349,sequencing assay,ERX8578004,WS_wEMB10202349_S1_L001_I1_001.fastq.gz,WS_wEMB10202349_S1_L001_I1_001.fastq.gz,ERR9034740,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034740/WS_wEMB10202349_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
40,WS_wEMB10202349,ERS10855328,SAMEA13252277,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202349,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202349,sequencing assay,ERX8578004,WS_wEMB10202349_S1_L001_R1_001.fastq.gz,WS_wEMB10202349_S1_L001_R1_001.fastq.gz,ERR9034740,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034740/WS_wEMB10202349_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
41,WS_wEMB10202349,ERS10855328,SAMEA13252277,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202349,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202349,sequencing assay,ERX8578004,WS_wEMB10202349_S1_L001_R2_001.fastq.gz,WS_wEMB10202349_S1_L001_R2_001.fastq.gz,ERR9034740,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034740/WS_wEMB10202349_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
42,WS_wEMB10202350,ERS10855329,SAMEA13252278,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202350,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202350,sequencing assay,ERX8578005,WS_wEMB10202350_S1_L001_I1_001.fastq.gz,WS_wEMB10202350_S1_L001_I1_001.fastq.gz,ERR9034741,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034741/WS_wEMB10202350_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
43,WS_wEMB10202350,ERS10855329,SAMEA13252278,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202350,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202350,sequencing assay,ERX8578005,WS_wEMB10202350_S1_L001_R1_001.fastq.gz,WS_wEMB10202350_S1_L001_R1_001.fastq.gz,ERR9034741,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034741/WS_wEMB10202350_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
44,WS_wEMB10202350,ERS10855329,SAMEA13252278,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202350,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202350,sequencing assay,ERX8578005,WS_wEMB10202350_S1_L001_R2_001.fastq.gz,WS_wEMB10202350_S1_L001_R2_001.fastq.gz,ERR9034741,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034741/WS_wEMB10202350_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
45,WS_wEMB10202351,ERS10855330,SAMEA13252279,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202351,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202351,sequencing assay,ERX8578006,WS_wEMB10202351_S1_L001_I1_001.fastq.gz,WS_wEMB10202351_S1_L001_I1_001.fastq.gz,ERR9034742,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034742/WS_wEMB10202351_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
46,WS_wEMB10202351,ERS10855330,SAMEA13252279,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202351,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202351,sequencing assay,ERX8578006,WS_wEMB10202351_S1_L001_R1_001.fastq.gz,WS_wEMB10202351_S1_L001_R1_001.fastq.gz,ERR9034742,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034742/WS_wEMB10202351_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
47,WS_wEMB10202351,ERS10855330,SAMEA13252279,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202351,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202351,sequencing assay,ERX8578006,WS_wEMB10202351_S1_L001_R2_001.fastq.gz,WS_wEMB10202351_S1_L001_R2_001.fastq.gz,ERR9034742,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034742/WS_wEMB10202351_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
48,WS_wEMB10202352,ERS10855331,SAMEA13252280,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202352,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202352,sequencing assay,ERX8578007,WS_wEMB10202352_S1_L001_I1_001.fastq.gz,WS_wEMB10202352_S1_L001_I1_001.fastq.gz,ERR9034743,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034743/WS_wEMB10202352_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
49,WS_wEMB10202352,ERS10855331,SAMEA13252280,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202352,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202352,sequencing assay,ERX8578007,WS_wEMB10202352_S1_L001_R1_001.fastq.gz,WS_wEMB10202352_S1_L001_R1_001.fastq.gz,ERR9034743,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034743/WS_wEMB10202352_S1_L001_R1_001.fastq.gz,"cell_barcode, umi_barcode",read1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
50,WS_wEMB10202352,ERS10855331,SAMEA13252280,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,mid vertebrae,section five,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202352,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202352,sequencing assay,ERX8578007,WS_wEMB10202352_S1_L001_R2_001.fastq.gz,WS_wEMB10202352_S1_L001_R2_001.fastq.gz,ERR9034743,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034743/WS_wEMB10202352_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,mid vertebrae,section five
51,WS_wEMB10202353,ERS10855332,SAMEA13252281,Homo sapiens,carnegie stage 16,embryo stage,female,normal,F137,internal organs,section six,cell,P-MTAB-119352,P-MTAB-119353,P-MTAB-119354,WS_wEMB10202353,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,5'-3'-3'-5',read 2,0,91,0,read 1,16,5 prime tag,polyA RNA,10xV3,oligo-dT,0,index 1,8,10x,none,16,read 1,12,P-MTAB-119355,Sanger Institute,WS_wEMB10202353,sequencing assay,ERX8578008,WS_wEMB10202353_S1_L001_I1_001.fastq.gz,WS_wEMB10202353_S1_L001_I1_001.fastq.gz,ERR9034744,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR903/ERR9034744/WS_wEMB10202353_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-119356,P-MTAB-119357,F137_cellranger_features_for_all_lanes.tsv.gz,F137_cellbender_corrected_features_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_barcodes_for_all_lanes.tsv.gz,F137_cellbender_corrected_barcodes_for_all_high_quality_lanes.tsv.gz,P-MTAB-119356,P-MTAB-119357,F137_cellranger_count_matrix_for_all_lanes.mtx.gz,F137_cellbender_corrected_matrix_for_all_high_quality_lanes.mtx.gz,internal organs,section six
