,EGAD,EGAF,EGAX,EGAN,AUTHOR_ID,LIBRARY_TYPE,DESCRIPTION
222,EGAD00001006049,EGAF00003058306,EGAX00002039644,EGAN00002408491,10X114_6,,XHU:307_Mesencephalon_9.2w
223,EGAD00001006049,EGAF00003058307,EGAX00002039865,EGAN00002408492,10X114_7,,XHU:307_Mesencephalon_9.2w
224,EGAD00001006049,EGAF00003058308,EGAX00002039925,EGAN00002408493,10X114_8,,XHU:307_Mesencephalon_9.2w
225,EGAD00001006049,EGAF00003058309,EGAX00002039806,EGAN00002408494,10X115_1,,XHU:307_Cortex_9.2w
226,EGAD00001006049,EGAF00003058310,EGAX00002039857,EGAN00002408495,10X115_2,,XHU:307_Cortex_9.2w
227,EGAD00001006049,EGAF00003058311,EGAX00002039896,EGAN00002408496,10X115_3,,XHU:307_Cortex_9.2w
228,EGAD00001006049,EGAF00003058312,EGAX00002039653,EGAN00002408497,10X115_4,,XHU:307_Forebrain_9.2w
229,EGAD00001006049,EGAF00003058313,EGAX00002039689,EGAN00002408498,10X115_5,,XHU:307_Forebrain_9.2w
230,EGAD00001006049,EGAF00003058314,EGAX00002039747,EGAN00002408499,10X115_6,,XHU:307_Forebrain_9.2w
231,EGAD00001006049,EGAF00003058315,EGAX00002039807,EGAN00002408500,10X115_7,,XHU:307_Mesencephalon_9.2w
232,EGAD00001006049,EGAF00003058316,EGAX00002039843,EGAN00002408501,10X115_8,,XHU:307_Mesencephalon_9.2w
233,EGAD00001006049,EGAF00003058317,EGAX00002039740,EGAN00002408502,10X116_1,,XHU:307_Medulla_9.2w
234,EGAD00001006049,EGAF00003058318,EGAX00002039625,EGAN00002408503,10X116_2,,XHU:307_Medulla_9.2w
235,EGAD00001006049,EGAF00003058319,EGAX00002039808,EGAN00002408287,10X183_1,,XDD:351_Spinal_cord_cervical_13.9w
236,EGAD00001006049,EGAF00003058320,EGAX00002039831,EGAN00002408288,10X183_2,,XDD:351_Spinal_cord_lumbar_13.9w
237,EGAD00001006049,EGAF00003058321,EGAX00002039886,EGAN00002408293,10X183_3,,XDD:351_Spinal_cord_thoracic_13.9w
238,EGAD00001006049,EGAF00003058322,EGAX00002039716,EGAN00002408292,10X184_1,,XDD:351_Meninges_13.9w
239,EGAD00001006049,EGAF00003058323,EGAX00002039670,EGAN00002408291,10X185_1,,XDD:351_Cerebellum_13.9w
240,EGAD00001006049,EGAF00003058324,EGAX00002039856,EGAN00002408290,10X185_2,,XDD:351_Cerebellum_13.9w
241,EGAD00001006049,EGAF00003058325,EGAX00002039862,EGAN00002408289,10X185_3,,XDD:351_Mesencephalon_13.9w
242,EGAD00001006049,EGAF00003058326,EGAX00002039693,EGAN00002408279,10X185_4,,XDD:351_Mesencephalon_13.9w
243,EGAD00001006049,EGAF00003058327,EGAX00002039701,EGAN00002408280,10X185_5,,XDD:351_Pons_13.9w
244,EGAD00001006049,EGAF00003058328,EGAX00002039685,EGAN00002408281,10X185_6,,XDD:351_Pons_13.9w
245,EGAD00001006049,EGAF00003058329,EGAX00002039648,EGAN00002408282,10X185_7,,XDD:351_Subcortex_13.9w
246,EGAD00001006049,EGAF00003058330,EGAX00002039642,EGAN00002408283,10X185_8,,XDD:351_Subcortex_13.9w
247,EGAD00001006049,EGAF00003058331,EGAX00002039762,EGAN00002408278,10X186_2,,XDD:351_Mesencephalon_13.9w
248,EGAD00001006049,EGAF00003058332,EGAX00002039783,EGAN00002408277,10X186_3,,XDD:351_Pons_13.9w
249,EGAD00001006049,EGAF00003058333,EGAX00002039730,EGAN00002408276,10X187_5,,XDD:351_Hippocampus_13.9w
250,EGAD00001006049,EGAF00003058334,EGAX00002039683,EGAN00002408275,10X187_7,,XDD:351_Subcortex_13.9w
251,EGAD00001006049,EGAF00003058335,EGAX00002039898,EGAN00002408274,10X189_1,,XDD:351_Lung_13.9w
252,EGAD00001006049,EGAF00003058336,EGAX00002039869,EGAN00002408265,10X189_2,,XDD:351_Lung_13.9w
253,EGAD00001006049,EGAF00003058337,EGAX00002039702,EGAN00002408266,10X196_1,,BRC2191_Dorsal_midbrain_6.9w
254,EGAD00001006049,EGAF00003058338,EGAX00002039626,EGAN00002408267,10X196_2,,BRC2191_Dorsal_midbrain_6.9w
255,EGAD00001006049,EGAF00003058339,EGAX00002039745,EGAN00002408268,10X196_4,,BRC2191_Hypothalamus_6.9w
256,EGAD00001006049,EGAF00003058340,EGAX00002039887,EGAN00002408269,10X196_5,,BRC2191_Striatum_6.9w
257,EGAD00001006049,EGAF00003058341,EGAX00002039718,EGAN00002408270,10X196_6,,BRC2191_Striatum_6.9w
258,EGAD00001006049,EGAF00003058342,EGAX00002039796,EGAN00002408264,10X197_1,,BRC2191_Dorsal_midbrain_6.9w
259,EGAD00001006049,EGAF00003058343,EGAX00002039880,EGAN00002408263,10X197_2,,BRC2191_Dorsal_midbrain_6.9w
260,EGAD00001006049,EGAF00003058344,EGAX00002039671,EGAN00002408262,10X197_3,,BRC2191_Hypothalamus_6.9w
261,EGAD00001006049,EGAF00003058345,EGAX00002039813,EGAN00002408261,10X197_4,,BRC2191_Hypothalamus_6.9w
262,EGAD00001006049,EGAF00003058346,EGAX00002039885,EGAN00002408226,10X208_1,,XDD:358_Frontotemporal_cortex_11.5w
263,EGAD00001006049,EGAF00003058347,EGAX00002039669,EGAN00002408236,10X208_2,,XDD:358_Frontotemporal_cortex_11.5w
264,EGAD00001006049,EGAF00003058348,EGAX00002039684,EGAN00002408235,10X208_3,,XDD:358_Lower_cortex_11.5w
265,EGAD00001006049,EGAF00003058349,EGAX00002039792,EGAN00002408234,10X208_4,,XDD:358_Lower_cortex_11.5w
266,EGAD00001006049,EGAF00003058350,EGAX00002039672,EGAN00002408233,10X208_5,,XDD:358_Occipital_cortex_11.5w
267,EGAD00001006049,EGAF00003058351,EGAX00002039878,EGAN00002408232,10X208_6,,XDD:358_Occipital_cortex_11.5w
268,EGAD00001006049,EGAF00003058352,EGAX00002039814,EGAN00002408231,10X208_7,,XDD:358_Upper_cortex_11.5w
269,EGAD00001006049,EGAF00003058353,EGAX00002039889,EGAN00002408230,10X208_8,,XDD:358_Upper_cortex_11.5w
270,EGAD00001006049,EGAF00003058354,EGAX00002039781,EGAN00002408229,10X209_1,,XDD:358_Frontotemporal_cortex_11.5w
271,EGAD00001006049,EGAF00003058355,EGAX00002039785,EGAN00002408228,10X209_2,,XDD:358_Lower_cortex_11.5w
272,EGAD00001006049,EGAF00003058356,EGAX00002039752,EGAN00002408227,10X209_3,,XDD:358_Upper_cortex_11.5w
273,EGAD00001006049,EGAF00003058357,EGAX00002039695,EGAN00002408504,10X116_3,,XHU:307_Medulla_9.2w
274,EGAD00001006049,EGAF00003058358,EGAX00002039884,EGAN00002408505,10X116_4,,XHU:307_Medulla_9.2w
275,EGAD00001006049,EGAF00003058359,EGAX00002039795,EGAN00002408506,10X116_5,,XHU:307_Pons/Cereb_9.2w
276,EGAD00001006049,EGAF00003058360,EGAX00002039852,EGAN00002408507,10X116_6,,XHU:307_Pons/Cereb_9.2w
277,EGAD00001006049,EGAF00003058361,EGAX00002039726,EGAN00002408508,10X116_7,,XHU:307_Pons/Cereb_9.2w
278,EGAD00001006049,EGAF00003058362,EGAX00002039629,EGAN00002408509,10X116_8,,XHU:307_Pons/Cereb_9.2w
279,EGAD00001006049,EGAF00003058363,EGAX00002039903,EGAN00002408510,10X118_1,,BRC2106A_Tel/diencephalon_6.6w
280,EGAD00001006049,EGAF00003058364,EGAX00002039799,EGAN00002408511,10X118_2,,BRC2106A_Tel/diencephalon_6.6w
281,EGAD00001006049,EGAF00003058365,EGAX00002039717,EGAN00002408512,10X118_3,,BRC2106A_Tel/diencephalon_6.6w
282,EGAD00001006049,EGAF00003058366,EGAX00002039778,EGAN00002408513,10X118_4,,BRC2106A_Tel/diencephalon_6.6w
283,EGAD00001006049,EGAF00003058367,EGAX00002039638,EGAN00002408514,10X118_5,,BRC2106A_Medulla_6.6w
284,EGAD00001006049,EGAF00003058368,EGAX00002039874,EGAN00002408515,10X118_6,,BRC2106A_Medulla_6.6w
285,EGAD00001006049,EGAF00003058369,EGAX00002039930,EGAN00002408516,10X118_7,,BRC2106A_Medulla_6.6w
286,EGAD00001006049,EGAF00003058370,EGAX00002039867,EGAN00002408449,10X118_8,,BRC2106A_Medulla_6.6w
287,EGAD00001006049,EGAF00003058371,EGAX00002039776,EGAN00002408448,10X119_1,,BRC2106A_Mesencephalon_6.6w
288,EGAD00001006049,EGAF00003058372,EGAX00002039741,EGAN00002408447,10X119_2,,BRC2106A_Mesencephalon_6.6w
289,EGAD00001006049,EGAF00003058373,EGAX00002039819,EGAN00002408446,10X119_3,,BRC2106A_Mesencephalon_6.6w
290,EGAD00001006049,EGAF00003058374,EGAX00002039678,EGAN00002408445,10X119_4,,BRC2106A_Mesencephalon_6.6w
291,EGAD00001006049,EGAF00003058375,EGAX00002039798,EGAN00002408332,10X119_5,,BRC2106A_Pons/Cereb_6.6w
292,EGAD00001006049,EGAF00003058376,EGAX00002039888,EGAN00002408333,10X119_6,,BRC2106A_Pons/Cereb_6.6w
293,EGAD00001006049,EGAF00003058377,EGAX00002039700,EGAN00002408334,10X119_7,,BRC2106A_Pons/Cereb_6.6w
294,EGAD00001006049,EGAF00003058378,EGAX00002039710,EGAN00002408336,10X119_8,,BRC2106A_Pons/Cereb_6.6w
295,EGAD00001006049,EGAF00003058379,EGAX00002039851,EGAN00002408335,10X122_1,,BRC2110_Diencephalon_6.9w
296,EGAD00001006049,EGAF00003058380,EGAX00002039691,EGAN00002408337,10X122_2,,BRC2110_Diencephalon_6.9w
297,EGAD00001006049,EGAF00003058381,EGAX00002039715,EGAN00002408341,10X122_3,,BRC2110_Diencephalon_6.9w
298,EGAD00001006049,EGAF00003058382,EGAX00002039835,EGAN00002408340,10X122_4,,BRC2110_Medulla_6.9w
299,EGAD00001006049,EGAF00003058383,EGAX00002039914,EGAN00002408339,10X122_5,,BRC2110_Medulla_6.9w
300,EGAD00001006049,EGAF00003058384,EGAX00002039598,EGAN00002408166,10X99_5,,BRC2021_Thalamus_8w
301,EGAD00001006049,EGAF00003058385,EGAX00002039790,EGAN00002408338,10X122_6,,BRC2110_Medulla_6.9w
302,EGAD00001006049,EGAF00003058386,EGAX00002039774,EGAN00002408342,10X122_7,,BRC2110_Mesencephalon_6.9w
303,EGAD00001006049,EGAF00003058387,EGAX00002039681,EGAN00002408343,10X122_8,,BRC2110_Mesencephalon_6.9w
304,EGAD00001006049,EGAF00003058388,EGAX00002039634,EGAN00002408344,10X123_1,,BRC2110_Cerebellum_6.9w
305,EGAD00001006049,EGAF00003058389,EGAX00002039637,EGAN00002408345,10X123_2,,BRC2110_Cerebellum_6.9w
306,EGAD00001006049,EGAF00003058390,EGAX00002039682,EGAN00002408346,10X123_3,,BRC2110_Cerebellum_6.9w
307,EGAD00001006049,EGAF00003058391,EGAX00002039722,EGAN00002408347,10X123_4,,BRC2110_Pons_6.9w
308,EGAD00001006049,EGAF00003058392,EGAX00002039656,EGAN00002408349,10X123_5,,BRC2110_Pons_6.9w
309,EGAD00001006049,EGAF00003058393,EGAX00002039744,EGAN00002408348,10X123_6,,BRC2110_Pons_6.9w
310,EGAD00001006049,EGAF00003058394,EGAX00002039864,EGAN00002408350,10X123_7,,BRC2110_Striatum_6.9w
311,EGAD00001006049,EGAF00003058395,EGAX00002039706,EGAN00002408351,10X123_8,,BRC2110_Striatum_6.9w
312,EGAD00001006049,EGAF00003058396,EGAX00002039804,EGAN00002408352,10X124_1,,BRC2114_Cerebellum_6.9w
313,EGAD00001006049,EGAF00003058397,EGAX00002039845,EGAN00002408353,10X124_2,,BRC2114_Cerebellum_6.9w
314,EGAD00001006049,EGAF00003058398,EGAX00002039645,EGAN00002408438,10X124_3,,BRC2114_Cortex_6.9w
315,EGAD00001006049,EGAF00003058399,EGAX00002039918,EGAN00002408439,10X124_4,,BRC2114_Cortex_6.9w
316,EGAD00001006049,EGAF00003058400,EGAX00002039750,EGAN00002408440,10X124_5,,BRC2114_Diencephalon_6.9w
317,EGAD00001006049,EGAF00003058401,EGAX00002039899,EGAN00002408441,10X124_6,,BRC2114_Diencephalon_6.9w
318,EGAD00001006049,EGAF00003058402,EGAX00002039763,EGAN00002408442,10X124_7,,BRC2114_Medulla_6.9w
319,EGAD00001006049,EGAF00003058403,EGAX00002039805,EGAN00002408444,10X124_8,,BRC2114_Medulla_6.9w
320,EGAD00001006049,EGAF00003058404,EGAX00002039826,EGAN00002408443,10X125_1,,BRC2114_Cerebellum_6.9w
321,EGAD00001006049,EGAF00003058405,EGAX00002039753,EGAN00002408428,10X125_2,,BRC2114_Cerebellum_6.9w
322,EGAD00001006049,EGAF00003058406,EGAX00002039724,EGAN00002408429,10X125_3,,BRC2114_Cortex_6.9w
323,EGAD00001006049,EGAF00003058407,EGAX00002039870,EGAN00002408430,10X125_4,,BRC2114_Cortex_6.9w
324,EGAD00001006049,EGAF00003058408,EGAX00002039709,EGAN00002408431,10X125_5,,BRC2114_Diencephalon_6.9w
325,EGAD00001006049,EGAF00003058409,EGAX00002039932,EGAN00002408432,10X125_6,,BRC2114_Diencephalon_6.9w
326,EGAD00001006049,EGAF00003058410,EGAX00002039780,EGAN00002408433,10X126_1,,BRC2114_Mesencephalon_6.9w
327,EGAD00001006049,EGAF00003058411,EGAX00002039900,EGAN00002408434,10X126_2,,BRC2114_Mesencephalon_6.9w
328,EGAD00001006049,EGAF00003058412,EGAX00002039646,EGAN00002408437,10X126_3,,BRC2114_Mesencephalon_6.9w
329,EGAD00001006049,EGAF00003058413,EGAX00002039647,EGAN00002408435,10X126_4,,BRC2114_Mesencephalon_6.9w
330,EGAD00001006049,EGAF00003058414,EGAX00002039680,EGAN00002408436,10X126_5,,BRC2114_Pons_6.9w
331,EGAD00001006049,EGAF00003058415,EGAX00002039779,EGAN00002408423,10X126_6,,BRC2114_Pons_6.9w
332,EGAD00001006049,EGAF00003058416,EGAX00002039917,EGAN00002408422,10X126_7,,BRC2114_Striatum_6.9w
333,EGAD00001006049,EGAF00003058417,EGAX00002039628,EGAN00002408421,10X126_8,,BRC2114_Striatum_6.9w
334,EGAD00001006049,EGAF00003058418,EGAX00002039729,EGAN00002408420,10X127_1,,XHU:310_Heart_9w
335,EGAD00001006049,EGAF00003058419,EGAX00002039757,EGAN00002408419,10X132_1,,XDD:313_Forebrain_8.5w
336,EGAD00001006049,EGAF00003058420,EGAX00002039793,EGAN00002408418,10X132_2,,XDD:313_Forebrain_8.5w
337,EGAD00001006049,EGAF00003058421,EGAX00002039725,EGAN00002408417,10X132_3,,XDD:313_Forebrain_8.5w
338,EGAD00001006049,EGAF00003058422,EGAX00002039754,EGAN00002408416,10X132_4,,XDD:313_Forebrain_8.5w
339,EGAD00001006049,EGAF00003058423,EGAX00002039811,EGAN00002408415,10X132_5,,XDD:313_Forebrain_8.5w
340,EGAD00001006049,EGAF00003058424,EGAX00002039723,EGAN00002408414,10X132_6,,XDD:313_Forebrain_8.5w
341,EGAD00001006049,EGAF00003058425,EGAX00002039668,EGAN00002408413,10X132_7,,XDD:313_Forebrain_8.5w
342,EGAD00001006049,EGAF00003058426,EGAX00002039791,EGAN00002408412,10X132_8,,XDD:313_Forebrain_8.5w
343,EGAD00001006049,EGAF00003058427,EGAX00002039926,EGAN00002408411,10X140_1,,XDD:318_Lung_8.5w
344,EGAD00001006049,EGAF00003058428,EGAX00002039686,EGAN00002408410,10X141_1,,XDD:318_Spinal_cord_cervical_8.5w
345,EGAD00001006049,EGAF00003058429,EGAX00002039632,EGAN00002408409,10X141_2,,XDD:318_Spinal_cord_cervical_8.5w
346,EGAD00001006049,EGAF00003058430,EGAX00002039721,EGAN00002408427,10X141_3,,XDD:318_Spinal_cord_lumbar_8.5w
347,EGAD00001006049,EGAF00003058431,EGAX00002039759,EGAN00002408408,10X141_4,,XDD:318_Spinal_cord_lumbar_8.5w
348,EGAD00001006049,EGAF00003058432,EGAX00002039760,EGAN00002408407,10X141_5,,XDD:318_Spinal_cord_thoracic_8.5w
349,EGAD00001006049,EGAF00003058433,EGAX00002039800,EGAN00002408406,10X141_6,,XDD:318_Spinal_cord_thoracic_8.5w
350,EGAD00001006049,EGAF00003058434,EGAX00002039858,EGAN00002408405,10X142_1,,XDD:318_Heart_8.5w
351,EGAD00001006049,EGAF00003058435,EGAX00002039931,EGAN00002408404,10X143_1,,XDD:313_Forebrain_8.5w
352,EGAD00001006049,EGAF00003058436,EGAX00002039822,EGAN00002408402,10X143_2,,XDD:313_Forebrain_8.5w
353,EGAD00001006049,EGAF00003058437,EGAX00002039828,EGAN00002408403,10X147_2,,XDD:326_Medulla_6w
354,EGAD00001006049,EGAF00003058438,EGAX00002039769,EGAN00002408401,10X147_3,,XDD:326_Spinal_cord_cervical_6w
355,EGAD00001006049,EGAF00003058439,EGAX00002039582,EGAN00002408191,10X92_2,,XHU:292_Forebrain_cortex_9.5w
356,EGAD00001006049,EGAF00003058440,EGAX00002039584,EGAN00002408189,10X92_4,,XHU:292_Subcortical_forebrain_9.5w
357,EGAD00001006049,EGAF00003058441,EGAX00002039585,EGAN00002408188,10X96_1,,BRC2021_Amygdala_8w
358,EGAD00001006049,EGAF00003058442,EGAX00002039591,EGAN00002408182,10X96_7,,BRC2021_Dorsal_midbrain_8w
359,EGAD00001006049,EGAF00003058443,EGAX00002039593,EGAN00002408170,10X99_1,,BRC2021_MGE_(striatum)_8w
360,EGAD00001006049,EGAF00003058444,EGAX00002039595,EGAN00002408168,10X99_3,,BRC2021_Pons_8w
361,EGAD00001006049,EGAF00003058445,EGAX00002039555,EGAN00002408146,10X101_1,,XHU:297_Cortex_10w
362,EGAD00001006049,EGAF00003058446,EGAX00002039558,EGAN00002408143,10X101_4,,XHU:297_Cortex_10w
363,EGAD00001006049,EGAF00003058447,EGAX00002039560,EGAN00002408141,10X101_6,,XHU:297_Forebrain_10w
364,EGAD00001006049,EGAF00003058448,EGAX00002039561,EGAN00002408140,10X101_7,,XHU:297_Forebrain_10w
365,EGAD00001006049,EGAF00003058449,EGAX00002039562,EGAN00002408139,10X101_8,,XHU:297_Forebrain_10w
366,EGAD00001006049,EGAF00003058450,EGAX00002039563,EGAN00002408179,10X97_2,,BRC2021_Hippocampus_8w
367,EGAD00001006049,EGAF00003058451,EGAX00002039566,EGAN00002408180,10X97_1,,BRC2021_Hippocampus_8w
368,EGAD00001006049,EGAF00003058452,EGAX00002039568,EGAN00002408175,10X98_2,,BRC2021_Hypothalamus_8w
369,EGAD00001006049,EGAF00003058453,EGAX00002039570,EGAN00002408173,10X98_4,,BRC2021_LGE_(striatum)_8w
370,EGAD00001006049,EGAF00003058454,EGAX00002039572,EGAN00002408171,10X98_6,,BRC2021_Medulla_8w
371,EGAD00001006049,EGAF00003058455,EGAX00002039574,EGAN00002408199,10X89_2,,BRC2006_Cortex_8w
372,EGAD00001006049,EGAF00003058456,EGAX00002039576,EGAN00002408197,10X89_4,,BRC2006_Hypothalamus_8w
373,EGAD00001006049,EGAF00003058457,EGAX00002039579,EGAN00002408194,10X89_7,,BRC2006_Ventral_midbrain_8w
374,EGAD00001006049,EGAF00003058458,EGAX00002039578,EGAN00002408195,10X89_6,,BRC2006_Thalamus_8w
375,EGAD00001006049,EGAF00003058459,EGAX00002039580,EGAN00002408193,10X89_8,,BRC2006_Ventral_midbrain_8w
376,EGAD00001006049,EGAF00003058460,EGAX00002039586,EGAN00002408187,10X96_2,,BRC2021_Amygdala_8w
377,EGAD00001006049,EGAF00003058461,EGAX00002039588,EGAN00002408186,10X96_3,,BRC2021_Cerebellum_8w
378,EGAD00001006049,EGAF00003058462,EGAX00002039590,EGAN00002408183,10X96_6,,BRC2021_Cortex_8w
