,EGAD,EGAF,EGAX,EGAN,AUTHOR_ID,LIBRARY_TYPE,DESCRIPTION
69,EGAD00001006049,EGAF00003058153,EGAX00002039567,EGAN00002408176,10X98_1,,BRC2021_Hypothalamus_8w
70,EGAD00001006049,EGAF00003058154,EGAX00002039569,EGAN00002408174,10X98_3,,BRC2021_LGE_(striatum)_8w
71,EGAD00001006049,EGAF00003058155,EGAX00002039571,EGAN00002408172,10X98_5,,BRC2021_Medulla_8w
72,EGAD00001006049,EGAF00003058156,EGAX00002039609,EGAN00002408215,10X211_3,,XDD:358_Mesencephalon_11.5w
73,EGAD00001006049,EGAF00003058157,EGAX00002039853,EGAN00002408388,10X154_7,,BRC2147_Pons_6.7w
74,EGAD00001006049,EGAF00003058158,EGAX00002039720,EGAN00002408396,10X155_1,,XDD:334_Hippocampus_8w
75,EGAD00001006049,EGAF00003058159,EGAX00002039636,EGAN00002408395,10X155_3,,XDD:334_Hippocampus_8w
76,EGAD00001006049,EGAF00003058160,EGAX00002039728,EGAN00002408392,10X155_6,,XDD:334_Spinal_cord_cervical_8w
77,EGAD00001006049,EGAF00003058161,EGAX00002039748,EGAN00002408391,10X155_7,,XDD:334_Spinal_cord_lumbar_8w
78,EGAD00001006049,EGAF00003058162,EGAX00002039810,EGAN00002408390,10X155_8,,XDD:334_Spinal_cord_thoracic_8w
79,EGAD00001006049,EGAF00003058163,EGAX00002039832,EGAN00002408389,10X156_1,,XDD:334_Cerebellum_8w
80,EGAD00001006049,EGAF00003058164,EGAX00002039679,EGAN00002408375,10X156_2,,XDD:334_Cerebellum_8w
81,EGAD00001006049,EGAF00003058165,EGAX00002039654,EGAN00002408376,10X156_3,,XDD:334_Mesencephalon_8w
82,EGAD00001006049,EGAF00003058166,EGAX00002039758,EGAN00002408377,10X156_4,,XDD:334_Mesencephalon_8w
83,EGAD00001006049,EGAF00003058167,EGAX00002039905,EGAN00002408378,10X156_5,,XDD:334_Mesencephalon_8w
84,EGAD00001006049,EGAF00003058168,EGAX00002039761,EGAN00002408379,10X156_6,,XDD:334_Mesencephalon_8w
85,EGAD00001006049,EGAF00003058169,EGAX00002039922,EGAN00002408380,10X156_7,,XDD:334_Subcortical_forebrain_8w
86,EGAD00001006049,EGAF00003058170,EGAX00002039902,EGAN00002408383,10X156_8,,XDD:334_Subcortical_forebrain_8w
87,EGAD00001006049,EGAF00003058171,EGAX00002039659,EGAN00002408384,10X157_1,,XDD:334_Medulla_8w
88,EGAD00001006049,EGAF00003058172,EGAX00002039687,EGAN00002408381,10X157_2,,XDD:334_Pons_8w
89,EGAD00001006049,EGAF00003058173,EGAX00002039821,EGAN00002408382,10X158_1,,XDD:334_Heart_8w
90,EGAD00001006049,EGAF00003058174,EGAX00002039694,EGAN00002408367,10X158_2,,XDD:334_Heart_8w
91,EGAD00001006049,EGAF00003058175,EGAX00002039697,EGAN00002408368,10X158_3,,XDD:334_Lung_8w
92,EGAD00001006049,EGAF00003058176,EGAX00002039661,EGAN00002408369,10X158_4,,XDD:334_Lung_8w
93,EGAD00001006049,EGAF00003058177,EGAX00002039666,EGAN00002408370,10X162_1,,XDD:342_Spinal_cord_cervical_8.5w
94,EGAD00001006049,EGAF00003058178,EGAX00002039737,EGAN00002408371,10X162_2,,XDD:342_Spinal_cord_lumbar_8.5w
95,EGAD00001006049,EGAF00003058179,EGAX00002039891,EGAN00002408372,10X162_3,,XDD:342_Spinal_cord_thoracic_8.5w
96,EGAD00001006049,EGAF00003058180,EGAX00002039829,EGAN00002408394,10X163_1,,XDD:342_Cerebellum_8.5w
97,EGAD00001006049,EGAF00003058181,EGAX00002039673,EGAN00002408373,10X163_2,,XDD:342_Cerebellum_8.5w
98,EGAD00001006049,EGAF00003058182,EGAX00002039690,EGAN00002408374,10X163_3,,XDD:342_Subcortical_forebrain_8.5w
99,EGAD00001006049,EGAF00003058183,EGAX00002039667,EGAN00002408366,10X163_4,,XDD:342_Subcortical_forebrain_8.5w
100,EGAD00001006049,EGAF00003058184,EGAX00002039751,EGAN00002408361,10X163_5,,XDD:342_Hippocampus_8.5w
101,EGAD00001006049,EGAF00003058185,EGAX00002039788,EGAN00002408362,10X163_6,,XDD:342_Hippocampus_8.5w
102,EGAD00001006049,EGAF00003058186,EGAX00002039924,EGAN00002408364,10X163_7,,XDD:342_Mesencephalon_8.5w
103,EGAD00001006049,EGAF00003058187,EGAX00002039771,EGAN00002408365,10X163_8,,XDD:342_Mesencephalon_8.5w
104,EGAD00001006049,EGAF00003058188,EGAX00002039703,EGAN00002408360,10X164_1,,XDD:342_Cerebellum_8.5w
105,EGAD00001006049,EGAF00003058189,EGAX00002039919,EGAN00002408363,10X164_2,,XDD:342_Cerebellum_8.5w
106,EGAD00001006049,EGAF00003058190,EGAX00002039836,EGAN00002408393,10X164_3,,XDD:342_Subcortical_forebrain_8.5w
107,EGAD00001006049,EGAF00003058191,EGAX00002039915,EGAN00002408358,10X164_4,,XDD:342_Subcortical_forebrain_8.5w
108,EGAD00001006049,EGAF00003058192,EGAX00002039764,EGAN00002408359,10X164_5,,XDD:342_Subcortical_forebrain_8.5w
109,EGAD00001006049,EGAF00003058193,EGAX00002039840,EGAN00002408357,10X164_6,,XDD:342_Mesencephalon_8.5w
110,EGAD00001006049,EGAF00003058194,EGAX00002039854,EGAN00002408356,10X164_7,,XDD:342_Mesencephalon_8.5w
111,EGAD00001006049,EGAF00003058195,EGAX00002039732,EGAN00002408322,10X165_1,,XDD:342_Pons_8.5w
112,EGAD00001006049,EGAF00003058196,EGAX00002039841,EGAN00002408323,10X165_2,,XDD:342_Pons_8.5w
113,EGAD00001006049,EGAF00003058197,EGAX00002039833,EGAN00002408324,10X165_3,,XDD:342_Medulla_8.5w
114,EGAD00001006049,EGAF00003058198,EGAX00002039861,EGAN00002408325,10X165_4,,XDD:342_Medulla_8.5w
115,EGAD00001006049,EGAF00003058199,EGAX00002039640,EGAN00002408326,10X166_1,,XDD:342_Heart_8.5w
116,EGAD00001006049,EGAF00003058200,EGAX00002039906,EGAN00002408331,10X166_2,,XDD:342_Lung_8.5w
117,EGAD00001006049,EGAF00003058201,EGAX00002039624,EGAN00002408329,10X167_1,,BRC2061_Cortex_6.9w
118,EGAD00001006049,EGAF00003058202,EGAX00002039652,EGAN00002408330,10X167_2,,BRC2061_Cortex_6.9w
119,EGAD00001006049,EGAF00003058203,EGAX00002039739,EGAN00002408328,10X167_5,,BRC2061_Mesencephalon_6.9w
120,EGAD00001006049,EGAF00003058204,EGAX00002039743,EGAN00002408327,10X167_6,,BRC2061_Mesencephalon_6.9w
121,EGAD00001006049,EGAF00003058205,EGAX00002039641,EGAN00002408317,10X167_7,,BRC2061_Thalamus_6.9w
122,EGAD00001006049,EGAF00003058206,EGAX00002039662,EGAN00002408318,10X167_8,,BRC2061_Thalamus_6.9w
123,EGAD00001006049,EGAF00003058207,EGAX00002039712,EGAN00002408319,10X168_1,,BRC2061_Mesencephalon_6.9w
124,EGAD00001006049,EGAF00003058208,EGAX00002039876,EGAN00002408320,10X168_2,,BRC2061_Mesencephalon_6.9w
125,EGAD00001006049,EGAF00003058209,EGAX00002039727,EGAN00002408321,10X168_3,,BRC2061_Mesencephalon_6.9w
126,EGAD00001006049,EGAF00003058210,EGAX00002039696,EGAN00002408316,10X168_4,,BRC2061_Thalamus_6.9w
127,EGAD00001006049,EGAF00003058211,EGAX00002039868,EGAN00002408450,10X102_1,,XHU:297_Cortex_10w
128,EGAD00001006049,EGAF00003058212,EGAX00002039877,EGAN00002408457,10X102_2,,XHU:297_Cortex_10w
129,EGAD00001006049,EGAF00003058213,EGAX00002039883,EGAN00002408451,10X102_3,,XHU:297_Cortex_10w
130,EGAD00001006049,EGAF00003058214,EGAX00002039742,EGAN00002408452,10X102_4,,XHU:297_Cortex_10w
131,EGAD00001006049,EGAF00003058215,EGAX00002039894,EGAN00002408453,10X102_5,,XHU:297_Forebrain_10w
132,EGAD00001006049,EGAF00003058216,EGAX00002039772,EGAN00002408454,10X102_6,,XHU:297_Forebrain_10w
133,EGAD00001006049,EGAF00003058217,EGAX00002039846,EGAN00002408455,10X102_7,,XHU:297_Forebrain_10w
134,EGAD00001006049,EGAF00003058218,EGAX00002039816,EGAN00002408456,10X102_8,,XHU:297_Forebrain_10w
135,EGAD00001006049,EGAF00003058219,EGAX00002039692,EGAN00002408461,10X103_1,,BRC2057_Amygdala_8.1w
136,EGAD00001006049,EGAF00003058220,EGAX00002039789,EGAN00002408460,10X103_2,,BRC2057_Amygdala_8.1w
137,EGAD00001006049,EGAF00003058221,EGAX00002039770,EGAN00002408459,10X103_3,,BRC2057_Ventral_midbrain_8.1w
138,EGAD00001006049,EGAF00003058222,EGAX00002039909,EGAN00002408458,10X104_1,,BRC2057_Cerebellum_8.1w
139,EGAD00001006049,EGAF00003058223,EGAX00002039676,EGAN00002408463,10X104_2,,BRC2057_Cerebellum_8.1w
140,EGAD00001006049,EGAF00003058224,EGAX00002039782,EGAN00002408464,10X104_3,,BRC2057_Hypothalamus_8.1w
141,EGAD00001006049,EGAF00003058225,EGAX00002039649,EGAN00002408465,10X104_4,,BRC2057_Hypothalamus_8.1w
142,EGAD00001006049,EGAF00003058226,EGAX00002039879,EGAN00002408466,10X104_5,,BRC2057_Hypothalamus_8.1w
143,EGAD00001006049,EGAF00003058227,EGAX00002039929,EGAN00002408479,10X104_6,,BRC2057_Thalamus_8.1w
144,EGAD00001006049,EGAF00003058228,EGAX00002039830,EGAN00002408480,10X104_7,,BRC2057_Thalamus_8.1w
145,EGAD00001006049,EGAF00003058229,EGAX00002039699,EGAN00002408467,10X104_8,,BRC2057_Thalamus_8.1w
146,EGAD00001006049,EGAF00003058230,EGAX00002039786,EGAN00002408468,10X105_1,,BRC2057_Cortex_anterior_8.1w
147,EGAD00001006049,EGAF00003058231,EGAX00002039881,EGAN00002408481,10X105_2,,BRC2057_Cortex_anterior_8.1w
148,EGAD00001006049,EGAF00003058232,EGAX00002039768,EGAN00002408462,10X105_3,,BRC2057_Cortex_anterior_8.1w
149,EGAD00001006049,EGAF00003058233,EGAX00002039651,EGAN00002408469,10X105_7,,BRC2057_Cortex_middle_8.1w
150,EGAD00001006049,EGAF00003058234,EGAX00002039866,EGAN00002408474,10X109_1,,BRC2073_Cerebellum_6.6w
151,EGAD00001006049,EGAF00003058235,EGAX00002039765,EGAN00002408475,10X109_2,,BRC2073_Cerebellum_6.6w
152,EGAD00001006049,EGAF00003058236,EGAX00002039923,EGAN00002408472,10X109_3,,BRC2073_Cerebellum_6.6w
153,EGAD00001006049,EGAF00003058237,EGAX00002039736,EGAN00002408476,10X109_4,,BRC2073_Dorsal_midbrain_6.6w
154,EGAD00001006049,EGAF00003058238,EGAX00002039698,EGAN00002408315,10X168_5,,BRC2061_Thalamus_6.9w
155,EGAD00001006049,EGAF00003058239,EGAX00002039850,EGAN00002408314,10X168_6,,BRC2061_Thalamus_6.9w
156,EGAD00001006049,EGAF00003058240,EGAX00002039639,EGAN00002408313,10X169_1,,BRC2061_Cerebellum_6.9w
157,EGAD00001006049,EGAF00003058241,EGAX00002039892,EGAN00002408312,10X169_2,,BRC2061_Cerebellum_6.9w
158,EGAD00001006049,EGAF00003058242,EGAX00002039733,EGAN00002408303,10X169_3,,BRC2061_Medulla_6.9w
159,EGAD00001006049,EGAF00003058243,EGAX00002039749,EGAN00002408304,10X169_4,,BRC2061_Medulla_6.9w
160,EGAD00001006049,EGAF00003058244,EGAX00002039912,EGAN00002408305,10X169_5,,BRC2061_Pons_6.9w
161,EGAD00001006049,EGAF00003058245,EGAX00002039784,EGAN00002408306,10X169_6,,BRC2061_Pons_6.9w
162,EGAD00001006049,EGAF00003058246,EGAX00002039908,EGAN00002408307,10X169_7,,BRC2061_Striatum_6.9w
163,EGAD00001006049,EGAF00003058247,EGAX00002039893,EGAN00002408309,10X169_8,,BRC2061_Striatum_6.9w
164,EGAD00001006049,EGAF00003058248,EGAX00002039904,EGAN00002408308,10X170_1,,BRC2061_Cerebellum_6.9w
165,EGAD00001006049,EGAF00003058249,EGAX00002039823,EGAN00002408311,10X170_2,,BRC2061_Cerebellum_6.9w
166,EGAD00001006049,EGAF00003058250,EGAX00002039660,EGAN00002408310,10X170_3,,BRC2061_Striatum_6.9w
167,EGAD00001006049,EGAF00003058251,EGAX00002039911,EGAN00002408355,10X170_4,,BRC2061_Striatum_6.9w
168,EGAD00001006049,EGAF00003058252,EGAX00002039787,EGAN00002408294,10X177_4,,XDD:348_Forebrain_5w
169,EGAD00001006049,EGAF00003058253,EGAX00002039872,EGAN00002408295,10X177_5,,XDD:348_Forebrain_5w
170,EGAD00001006049,EGAF00003058254,EGAX00002039735,EGAN00002408296,10X177_6,,XDD:348_Forebrain_5w
171,EGAD00001006049,EGAF00003058255,EGAX00002039794,EGAN00002408297,10X178_1,,XDD:348_Forebrain_5w
172,EGAD00001006049,EGAF00003058256,EGAX00002039897,EGAN00002408354,10X178_2,,XDD:348_Hindbrain_5w
173,EGAD00001006049,EGAF00003058257,EGAX00002039713,EGAN00002408302,10X178_3,,XDD:348_Hindbrain_5w
174,EGAD00001006049,EGAF00003058258,EGAX00002039928,EGAN00002408301,10X178_4,,XDD:348_Hindbrain_5w
175,EGAD00001006049,EGAF00003058259,EGAX00002039871,EGAN00002408300,10X178_5,,XDD:348_Mesencephalon_5w
176,EGAD00001006049,EGAF00003058260,EGAX00002039827,EGAN00002408299,10X179_1,,XDD:348_Forebrain_5w
177,EGAD00001006049,EGAF00003058261,EGAX00002039859,EGAN00002408298,10X179_4,,XDD:348_Hindbrain_5w
178,EGAD00001006049,EGAF00003058262,EGAX00002039664,EGAN00002408284,10X180_1,,XDD:348_Lung_5w
179,EGAD00001006049,EGAF00003058263,EGAX00002039675,EGAN00002408285,10X181_2,,XDD:348_Face_5w
180,EGAD00001006049,EGAF00003058264,EGAX00002039657,EGAN00002408286,10X181_3,,XDD:348_Head_5w
181,EGAD00001006049,EGAF00003058265,EGAX00002039719,EGAN00002408254,10X197_5,,BRC2191_Striatum_6.9w
182,EGAD00001006049,EGAF00003058266,EGAX00002039927,EGAN00002408255,10X197_6,,BRC2191_Striatum_6.9w
183,EGAD00001006049,EGAF00003058267,EGAX00002039775,EGAN00002408256,10X198_1,,BRC2191_Dorsal_midbrain_6.9w
184,EGAD00001006049,EGAF00003058268,EGAX00002039916,EGAN00002408257,10X198_2,,BRC2191_Dorsal_midbrain_6.9w
185,EGAD00001006049,EGAF00003058269,EGAX00002039633,EGAN00002408258,10X198_3,,BRC2191_Hypothalamus_6.9w
186,EGAD00001006049,EGAF00003058270,EGAX00002039658,EGAN00002408259,10X198_4,,BRC2191_Hypothalamus_6.9w
187,EGAD00001006049,EGAF00003058271,EGAX00002039848,EGAN00002408271,10X198_5,,BRC2191_Striatum_6.9w
188,EGAD00001006049,EGAF00003058272,EGAX00002039847,EGAN00002408272,10X198_6,,BRC2191_Striatum_6.9w
189,EGAD00001006049,EGAF00003058273,EGAX00002039704,EGAN00002408273,10X199_1,,BRC2191_Cerebellum_6.9w
190,EGAD00001006049,EGAF00003058274,EGAX00002039738,EGAN00002408253,10X199_2,,BRC2191_Cerebellum_6.9w
191,EGAD00001006049,EGAF00003058275,EGAX00002039663,EGAN00002408252,10X199_3,,BRC2191_Pons_6.9w
192,EGAD00001006049,EGAF00003058276,EGAX00002039797,EGAN00002408251,10X199_4,,BRC2191_Pons_6.9w
193,EGAD00001006049,EGAF00003058277,EGAX00002039708,EGAN00002408250,10X199_5,,BRC2191_Thalamus_6.9w
194,EGAD00001006049,EGAF00003058278,EGAX00002039731,EGAN00002408260,10X199_6,,BRC2191_Thalamus_6.9w
195,EGAD00001006049,EGAF00003058279,EGAX00002039834,EGAN00002408249,10X199_7,,BRC2191_Thalamus_6.9w
196,EGAD00001006049,EGAF00003058280,EGAX00002039650,EGAN00002408248,10X199_8,,BRC2191_Thalamus_6.9w
197,EGAD00001006049,EGAF00003058281,EGAX00002039913,EGAN00002408247,10X200_1,,BRC2191_Cortex_6.9w
198,EGAD00001006049,EGAF00003058282,EGAX00002039711,EGAN00002408244,10X200_2,,BRC2191_Cortical_hem_6.9w
199,EGAD00001006049,EGAF00003058283,EGAX00002039815,EGAN00002408246,10X200_3,,BRC2191_Medulla_6.9w
200,EGAD00001006049,EGAF00003058284,EGAX00002039910,EGAN00002408243,10X201_1,,XHU:355_Spinal_cord_5.3w
201,EGAD00001006049,EGAF00003058285,EGAX00002039767,EGAN00002408241,10X201_2,,XHU:355_Spinal_cord_5.3w
202,EGAD00001006049,EGAF00003058286,EGAX00002039746,EGAN00002408238,10X202_1,,XHU:355_Heart_5.3w
203,EGAD00001006049,EGAF00003058287,EGAX00002039837,EGAN00002408242,10X202_2,,XHU:355_Heart_5.3w
204,EGAD00001006049,EGAF00003058288,EGAX00002039630,EGAN00002408239,10X207_1,,XDD:358_Cerebellum_11.5w
205,EGAD00001006049,EGAF00003058289,EGAX00002039855,EGAN00002408245,10X207_2,,XDD:358_Cerebellum_11.5w
206,EGAD00001006049,EGAF00003058290,EGAX00002039875,EGAN00002408240,10X207_3,,XDD:358_Cerebellum_11.5w
207,EGAD00001006049,EGAF00003058291,EGAX00002039707,EGAN00002408237,10X207_4,,XDD:358_Spinal_cord_lumbar_11.5w
208,EGAD00001006049,EGAF00003058292,EGAX00002039842,EGAN00002408477,10X109_5,,BRC2073_Dorsal_midbrain_6.6w
209,EGAD00001006049,EGAF00003058293,EGAX00002039824,EGAN00002408473,10X109_7,,BRC2073_Medulla_6.6w
210,EGAD00001006049,EGAF00003058294,EGAX00002039817,EGAN00002408478,10X110_4,,BRC2073_Thalamus_6.6w
211,EGAD00001006049,EGAF00003058295,EGAX00002039631,EGAN00002408471,10X110_5,,BRC2073_Thalamus_6.6w
212,EGAD00001006049,EGAF00003058296,EGAX00002039838,EGAN00002408470,10X110_6,,BRC2073_Thalamus_6.6w
213,EGAD00001006049,EGAF00003058297,EGAX00002039756,EGAN00002408482,10X111_1,,XHU:305_Forebrain_7.5w
214,EGAD00001006049,EGAF00003058298,EGAX00002039803,EGAN00002408483,10X111_2,,XHU:305_Forebrain_7.5w
215,EGAD00001006049,EGAF00003058299,EGAX00002039844,EGAN00002408484,10X112_1,,XHU:305_Forebrain_7.5w
216,EGAD00001006049,EGAF00003058300,EGAX00002039734,EGAN00002408485,10X112_2,,XHU:305_Forebrain_7.5w
217,EGAD00001006049,EGAF00003058301,EGAX00002039863,EGAN00002408486,10X114_1,,XHU:307_Cortex_9.2w
218,EGAD00001006049,EGAF00003058302,EGAX00002039921,EGAN00002408487,10X114_2,,XHU:307_Cortex_9.2w
219,EGAD00001006049,EGAF00003058303,EGAX00002039809,EGAN00002408488,10X114_3,,XHU:307_Forebrain_9.2w
220,EGAD00001006049,EGAF00003058304,EGAX00002039705,EGAN00002408489,10X114_4,,XHU:307_Forebrain_9.2w
221,EGAD00001006049,EGAF00003058305,EGAX00002039777,EGAN00002408490,10X114_5,,XHU:307_Mesencephalon_9.2w
