,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[individual],Characteristics[developmental stage],Characteristics[post conception age],Unit[time unit],Characteristics[sex],Characteristics[organism part],Characteristics[sampling site],Characteristics[disease],Characteristics[growth condition],Material Type,Protocol REF,Protocol REF.1,Protocol REF.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRATEGY],Comment[NOMINAL_LENGTH],Comment[NOMINAL_SDEV],Comment[cdna read],Comment[cdna read offset],Comment[cdna read size],Comment[cell barcode offset],Comment[cell barcode read],Comment[cell barcode size],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[sample barcode offset],Comment[sample barcode read],Comment[sample barcode size],Comment[single cell isolation],Comment[umi barcode offset],Comment[umi barcode read],Comment[umi barcode size],Protocol REF.3,Performer,Assay Name,Comment[technical replicate group],Technology Type,Comment[ENA_EXPERIMENT],Comment[read1 file],Comment[FASTQ_URI],Comment[read2 file],Comment[FASTQ_URI].1,Comment[index1 file],Comment[FASTQ_URI].2,Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[BAM_URI],Comment[Array Data File],Protocol REF.4,Protocol REF.5,Derived Array Data File,Comment [Derived ArrayExpress FTP file],Protocol REF.6,Protocol REF.7,Derived Array Data File.1,Comment [Derived ArrayExpress FTP file].1,Factor Value[stimulus],Factor Value[time],Unit[time unit].1,Factor Value[organism part],Factor Value[sampling site],Factor Value[growth condition]
14,Day_0,ERS4467516,SAMEA6739631,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_0,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3F_S1_L007,group 1,sequencing assay,ERX4029227,HT-145-3F_S1_L007_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3F_S1_L007_R1_001.fastq.gz,HT-145-3F_S1_L007_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3F_S1_L007_R2_001.fastq.gz,HT-145-3F_S1_L007_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3F_S1_L007_I1_001.fastq.gz,HT-145-3F_S1_L007.bam,HT-145-3F_S1_L007.bam,ERR4027872,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027872/HT-145-3F_S1_L007.bam,40ce5f7291ac3c382dce6e80f6974da2,P-MTAB-88694,P-MTAB-88695,Table_d0_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d0_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),0,day,lung bud,bud tip,organoid culture
15,Day_0,ERS4467516,SAMEA6739631,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_0,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3F_S1_L008,group 1,sequencing assay,ERX4029227,HT-145-3F_S1_L008_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3F_S1_L008_R1_001.fastq.gz,HT-145-3F_S1_L008_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3F_S1_L008_R2_001.fastq.gz,HT-145-3F_S1_L008_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3F_S1_L008_I1_001.fastq.gz,HT-145-3F_S1_L008.bam,HT-145-3F_S1_L008.bam,ERR4027873,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027873/HT-145-3F_S1_L008.bam,6c5c8542eac8ff4a86b35f6d1989a4c6,P-MTAB-88694,P-MTAB-88695,Table_d0_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d0_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),0,day,lung bud,bud tip,organoid culture
16,Day_3,ERS4467517,SAMEA6739632,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3daysDSA_S3_L001,group 2,sequencing assay,ERX4029228,HT-145-3daysDSA_S3_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L001_R1_001.fastq.gz,HT-145-3daysDSA_S3_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L001_R2_001.fastq.gz,HT-145-3daysDSA_S3_L001_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L001_I1_001.fastq.gz,HT-145-3daysDSA_S3_L001.bam,HT-145-3daysDSA_S3_L001.bam,ERR4027874,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027874/HT-145-3daysDSA_S3_L001.bam,097a0cf37ab436f7a9198d74424e7edb,P-MTAB-88694,P-MTAB-88695,Table_d3_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d3_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),3,day,lung bud,bud tip,organoid culture
17,Day_3,ERS4467517,SAMEA6739632,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3daysDSA_S3_L002,group 2,sequencing assay,ERX4029228,HT-145-3daysDSA_S3_L002_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L002_R1_001.fastq.gz,HT-145-3daysDSA_S3_L002_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L002_R2_001.fastq.gz,HT-145-3daysDSA_S3_L002_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L002_I1_001.fastq.gz,HT-145-3daysDSA_S3_L002.bam,HT-145-3daysDSA_S3_L002.bam,ERR4027875,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027875/HT-145-3daysDSA_S3_L002.bam,5a0d7d4f764025ee867c8622a34a3b72,P-MTAB-88694,P-MTAB-88695,Table_d3_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d3_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),3,day,lung bud,bud tip,organoid culture
18,Day_3,ERS4467517,SAMEA6739632,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3daysDSA_S3_L003,group 2,sequencing assay,ERX4029228,HT-145-3daysDSA_S3_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L003_R1_001.fastq.gz,HT-145-3daysDSA_S3_L003_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L003_R2_001.fastq.gz,HT-145-3daysDSA_S3_L003_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L003_I1_001.fastq.gz,HT-145-3daysDSA_S3_L003.bam,HT-145-3daysDSA_S3_L003.bam,ERR4027876,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027876/HT-145-3daysDSA_S3_L003.bam,5fce136ca35ccf2b30f3b9d93bec1dc7,P-MTAB-88694,P-MTAB-88695,Table_d3_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d3_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),3,day,lung bud,bud tip,organoid culture
19,Day_3,ERS4467517,SAMEA6739632,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3daysDSA_S3_L004,group 2,sequencing assay,ERX4029228,HT-145-3daysDSA_S3_L004_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L004_R1_001.fastq.gz,HT-145-3daysDSA_S3_L004_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L004_R2_001.fastq.gz,HT-145-3daysDSA_S3_L004_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L004_I1_001.fastq.gz,HT-145-3daysDSA_S3_L004.bam,HT-145-3daysDSA_S3_L004.bam,ERR4027877,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027877/HT-145-3daysDSA_S3_L004.bam,435330133ced97efc77a74f9ad584efa,P-MTAB-88694,P-MTAB-88695,Table_d3_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d3_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),3,day,lung bud,bud tip,organoid culture
20,Day_3,ERS4467517,SAMEA6739632,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3daysDSA_S3_L005,group 2,sequencing assay,ERX4029228,HT-145-3daysDSA_S3_L005_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L005_R1_001.fastq.gz,HT-145-3daysDSA_S3_L005_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L005_R2_001.fastq.gz,HT-145-3daysDSA_S3_L005_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L005_I1_001.fastq.gz,HT-145-3daysDSA_S3_L005.bam,HT-145-3daysDSA_S3_L005.bam,ERR4027878,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027878/HT-145-3daysDSA_S3_L005.bam,300571eff381dc3758cb8264c8537217,P-MTAB-88694,P-MTAB-88695,Table_d3_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d3_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),3,day,lung bud,bud tip,organoid culture
21,Day_3,ERS4467517,SAMEA6739632,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3daysDSA_S3_L006,group 2,sequencing assay,ERX4029228,HT-145-3daysDSA_S3_L006_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L006_R1_001.fastq.gz,HT-145-3daysDSA_S3_L006_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L006_R2_001.fastq.gz,HT-145-3daysDSA_S3_L006_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L006_I1_001.fastq.gz,HT-145-3daysDSA_S3_L006.bam,HT-145-3daysDSA_S3_L006.bam,ERR4027879,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027879/HT-145-3daysDSA_S3_L006.bam,da7e6b98961c0256ab7afd4ecea102e4,P-MTAB-88694,P-MTAB-88695,Table_d3_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d3_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),3,day,lung bud,bud tip,organoid culture
22,Day_3,ERS4467517,SAMEA6739632,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3daysDSA_S3_L007,group 2,sequencing assay,ERX4029228,HT-145-3daysDSA_S3_L007_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L007_R1_001.fastq.gz,HT-145-3daysDSA_S3_L007_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L007_R2_001.fastq.gz,HT-145-3daysDSA_S3_L007_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L007_I1_001.fastq.gz,HT-145-3daysDSA_S3_L007.bam,HT-145-3daysDSA_S3_L007.bam,ERR4027880,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027880/HT-145-3daysDSA_S3_L007.bam,1e2e8de91301bcdb8aa3e2b6cdc45460,P-MTAB-88694,P-MTAB-88695,Table_d3_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d3_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),3,day,lung bud,bud tip,organoid culture
23,Day_3,ERS4467517,SAMEA6739632,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_3,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3daysDSA_S3_L008,group 2,sequencing assay,ERX4029228,HT-145-3daysDSA_S3_L008_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L008_R1_001.fastq.gz,HT-145-3daysDSA_S3_L008_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L008_R2_001.fastq.gz,HT-145-3daysDSA_S3_L008_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3daysDSA_S3_L008_I1_001.fastq.gz,HT-145-3daysDSA_S3_L008.bam,HT-145-3daysDSA_S3_L008.bam,ERR4027881,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027881/HT-145-3daysDSA_S3_L008.bam,84fff93aad4e09eb826912e88b944766,P-MTAB-88694,P-MTAB-88695,Table_d3_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d3_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),3,day,lung bud,bud tip,organoid culture
24,Day_21,ERS4467518,SAMEA6739633,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_21,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3dDSA-18dFANY_S5_L001,group 3,sequencing assay,ERX4029229,HT-145-3dDSA-18dFANY_S5_L001_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3dDSA-18dFANY_S5_L001_R1_001.fastq.gz,HT-145-3dDSA-18dFANY_S5_L001_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3dDSA-18dFANY_S5_L001_R2_001.fastq.gz,HT-145-3dDSA-18dFANY_S5_L001_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3dDSA-18dFANY_S5_L001_I1_001.fastq.gz,HT-145-3dDSA-18dFANY_S5_L001.bam,HT-145-3dDSA-18dFANY_S5_L001.bam,ERR4027882,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027882/HT-145-3dDSA-18dFANY_S5_L001.bam,7389e68dcb19d237f1785c81ffd0340b,P-MTAB-88694,P-MTAB-88695,Table_d21_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d21_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),21,day,lung bud,bud tip,organoid culture
25,Day_21,ERS4467518,SAMEA6739633,Homo sapiens,not applicable,late embryo,12.0,week,male,lung bud,bud tip,normal,organoid culture,organoid,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Day_21,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-145-3dDSA-18dFANY_S5_L002,group 3,sequencing assay,ERX4029229,HT-145-3dDSA-18dFANY_S5_L002_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3dDSA-18dFANY_S5_L002_R1_001.fastq.gz,HT-145-3dDSA-18dFANY_S5_L002_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3dDSA-18dFANY_S5_L002_R2_001.fastq.gz,HT-145-3dDSA-18dFANY_S5_L002_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-145-3dDSA-18dFANY_S5_L002_I1_001.fastq.gz,HT-145-3dDSA-18dFANY_S5_L002.bam,HT-145-3dDSA-18dFANY_S5_L002.bam,ERR4027883,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027883/HT-145-3dDSA-18dFANY_S5_L002.bam,28285de6668d595939865d551c4db3a6,P-MTAB-88694,P-MTAB-88695,Table_d21_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_d21_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,BMP4 (100 nanogram per milliliter); TGFb1 (100 nanogram per milliliter),21,day,lung bud,bud tip,organoid culture
26,Airway_15,ERS4467519,SAMEA6739634,Homo sapiens,individual 2,late embryo,15.0,week,female,respiratory airway,middle airway,normal,in vivo,organism part,P-MTAB-88688,P-MTAB-88689,P-MTAB-88690,Airway_15,PAIRED,Oligo-dT,TRANSCRIPTOMIC SINGLE CELL,RNA-Seq,450,20,read 2,0,98,0,read 1,16,3 prime tag,polyA RNA,10xV2,oligo-dT,0,index 1,8,10x,16,read 1,10,P-MTAB-88691,University of Michigan DNA Sequencing core,HT-187-Small-airway_S2_L003,group 5,sequencing assay,ERX4029230,HT-187-Small-airway_S2_L003_R1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L003_R1_001.fastq.gz,HT-187-Small-airway_S2_L003_R2_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L003_R2_001.fastq.gz,HT-187-Small-airway_S2_L003_I1_001.fastq.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/HT-187-Small-airway_S2_L003_I1_001.fastq.gz,HT-187-Small-airway_S2_L003.bam,HT-187-Small-airway_S2_L003.bam,ERR4027884,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR402/ERR4027884/HT-187-Small-airway_S2_L003.bam,98599e060d616acccc09d933f5c7139e,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_meta_data.txt,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.2.zip,P-MTAB-88694,P-MTAB-88695,Table_fetal_all_cell_pass_filtering_count.txt.gz,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8221/E-MTAB-8221.processed.1.zip,none,not applicable,  ,respiratory airway,middle airway,in vivo
