,EGAD,EGAF,EGAX,EGAN,AUTHOR_ID,LIBRARY_TYPE,DESCRIPTION
30,EGAD00001009386,EGAF00007021593,EGAX00002893833,EGAN00002827591,HD_F_GON9480064,Chromium single cell 5 prime,
31,EGAD00001009386,EGAF00007021594,EGAX00002893822,EGAN00002827593,HD_F_GON9480066,Chromium single cell 5 prime,
32,EGAD00001009386,EGAF00007021595,EGAX00002893823,EGAN00002827593,HD_F_GON9480066,Chromium single cell 5 prime,
33,EGAD00001009386,EGAF00007021596,EGAX00002893824,EGAN00002827593,HD_F_GON9480066,Chromium single cell 5 prime,
34,EGAD00001009386,EGAF00007021597,EGAX00002893825,EGAN00002827593,HD_F_GON9480066,Chromium single cell 5 prime,
35,EGAD00001009386,EGAF00007021598,EGAX00002893826,EGAN00002827590,HD_F_GON9480063,Chromium single cell 5 prime,
36,EGAD00001009386,EGAF00007021629,EGAX00002893834,EGAN00002864099,HD_F_GON9855673,Chromium single cell 5 prime,
37,EGAD00001009386,EGAF00007021630,EGAX00002893835,EGAN00002864100,HD_F_GON9855674,Chromium single cell 5 prime,
38,EGAD00001009386,EGAF00007021631,EGAX00002893836,EGAN00002911328,HD_F_GON9699336,Chromium single cell 5 prime,
39,EGAD00001009386,EGAF00007021632,EGAX00002893837,EGAN00002911329,HD_F_GON9699337,Chromium single cell 5 prime,
40,EGAD00001009386,EGAF00007021633,EGAX00002893838,EGAN00002911330,HD_F_GON9699338,Chromium single cell 5 prime,
41,EGAD00001009386,EGAF00007021634,EGAX00002893839,EGAN00002911324,HD_F_GON9699332,Chromium single cell 5 prime,
42,EGAD00001009386,EGAF00007021635,EGAX00002893840,EGAN00002911326,HD_F_GON9699334,Chromium single cell 5 prime,
43,EGAD00001009386,EGAF00007021636,EGAX00002893841,EGAN00002911328,HD_F_GON9699336,Chromium single cell 5 prime,
44,EGAD00001009386,EGAF00007021637,EGAX00002893842,EGAN00002911329,HD_F_GON9699337,Chromium single cell 5 prime,
45,EGAD00001009386,EGAF00007021638,EGAX00002893843,EGAN00002911330,HD_F_GON9699338,Chromium single cell 5 prime,
46,EGAD00001009386,EGAF00007021639,EGAX00002893844,EGAN00002911324,HD_F_GON9699332,Chromium single cell 5 prime,
47,EGAD00001009386,EGAF00007021640,EGAX00002893845,EGAN00002911326,HD_F_GON9699334,Chromium single cell 5 prime,
48,EGAD00001009386,EGAF00007021641,EGAX00002893846,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,
49,EGAD00001009386,EGAF00007021642,EGAX00002893855,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,
50,EGAD00001009386,EGAF00007021643,EGAX00002893856,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,
51,EGAD00001009386,EGAF00007021644,EGAX00002893857,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,
52,EGAD00001009386,EGAF00007021645,EGAX00002893858,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,
53,EGAD00001009386,EGAF00007021646,EGAX00002893859,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,
54,EGAD00001009386,EGAF00007021647,EGAX00002893860,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,
55,EGAD00001009386,EGAF00007021648,EGAX00002893861,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,
56,EGAD00001009386,EGAF00007021649,EGAX00002893862,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,
57,EGAD00001009386,EGAF00007021650,EGAX00002893863,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,
58,EGAD00001009386,EGAF00007021651,EGAX00002893864,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,
59,EGAD00001009386,EGAF00007021652,EGAX00002893847,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,
60,EGAD00001009386,EGAF00007021653,EGAX00002893865,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,
61,EGAD00001009386,EGAF00007021654,EGAX00002893866,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,
62,EGAD00001009386,EGAF00007021655,EGAX00002893867,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,
63,EGAD00001009386,EGAF00007021656,EGAX00002893868,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,
64,EGAD00001009386,EGAF00007021657,EGAX00002893869,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,
65,EGAD00001009386,EGAF00007021658,EGAX00002893870,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,
66,EGAD00001009386,EGAF00007021659,EGAX00002893848,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,
67,EGAD00001009386,EGAF00007021660,EGAX00002893871,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,
68,EGAD00001009386,EGAF00007021661,EGAX00002893872,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,
69,EGAD00001009386,EGAF00007021662,EGAX00002893873,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,
70,EGAD00001009386,EGAF00007021663,EGAX00002893849,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,
71,EGAD00001009386,EGAF00007021664,EGAX00002893850,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,
72,EGAD00001009386,EGAF00007021665,EGAX00002893851,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,
73,EGAD00001009386,EGAF00007021666,EGAX00002893852,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,
74,EGAD00001009386,EGAF00007021667,EGAX00002893853,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,
75,EGAD00001009386,EGAF00007021668,EGAX00002893854,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,
76,EGAD00001009386,EGAF00007021669,EGAX00002893874,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,
77,EGAD00001009386,EGAF00007021670,EGAX00002893883,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,
78,EGAD00001009386,EGAF00007021671,EGAX00002893884,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,
79,EGAD00001009386,EGAF00007021672,EGAX00002893885,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,
80,EGAD00001009386,EGAF00007021673,EGAX00002893886,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,
81,EGAD00001009386,EGAF00007021674,EGAX00002893887,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,
82,EGAD00001009386,EGAF00007021675,EGAX00002893888,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,
83,EGAD00001009386,EGAF00007021676,EGAX00002893889,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,
84,EGAD00001009386,EGAF00007021677,EGAX00002893890,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,
85,EGAD00001009386,EGAF00007021678,EGAX00002893891,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,
86,EGAD00001009386,EGAF00007021679,EGAX00002893892,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,
87,EGAD00001009386,EGAF00007021680,EGAX00002893875,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,
88,EGAD00001009386,EGAF00007021681,EGAX00002893893,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,
89,EGAD00001009386,EGAF00007021682,EGAX00002893894,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,
90,EGAD00001009386,EGAF00007021683,EGAX00002893895,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,
91,EGAD00001009386,EGAF00007021684,EGAX00002893896,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,
92,EGAD00001009386,EGAF00007021685,EGAX00002893897,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,
93,EGAD00001009386,EGAF00007021686,EGAX00002893898,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,
94,EGAD00001009386,EGAF00007021687,EGAX00002893876,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,
95,EGAD00001009386,EGAF00007021688,EGAX00002893899,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,
96,EGAD00001009386,EGAF00007021689,EGAX00002893900,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,
97,EGAD00001009386,EGAF00007021690,EGAX00002893901,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,
98,EGAD00001009386,EGAF00007021691,EGAX00002893877,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,
99,EGAD00001009386,EGAF00007021692,EGAX00002893878,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,
100,EGAD00001009386,EGAF00007021693,EGAX00002893879,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,
101,EGAD00001009386,EGAF00007021694,EGAX00002893880,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,
102,EGAD00001009386,EGAF00007021695,EGAX00002893881,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,
103,EGAD00001009386,EGAF00007021696,EGAX00002893882,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,
104,EGAD00001009386,EGAF00007021713,EGAX00002893902,EGAN00002948031,HD_F_GON9699427,Chromium single cell 5 prime,
105,EGAD00001009386,EGAF00007021714,EGAX00002893903,EGAN00002948032,HD_F_GON9699428,Chromium single cell 5 prime,
106,EGAD00001009386,EGAF00007021715,EGAX00002893904,EGAN00002948033,HD_F_GON9699429,Chromium single cell 5 prime,
107,EGAD00001009386,EGAF00007021716,EGAX00002893905,EGAN00003219708,HD_F_GON9525516,Chromium single cell 5 prime,
108,EGAD00001009386,EGAF00007021717,EGAX00002893906,EGAN00003219707,HD_F_GON9525515,Chromium single cell 5 prime,
