,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[input sample],Characteristics[protocol],Characteristics[paired library],Characteristics[individual],Characteristics[sex],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[developmental stage],Characteristics[disease],Characteristics[organism part],Characteristics[organism],Material Type,Protocol REF,Performer,Protocol REF.1,Performer.1,Protocol REF.2,Performer.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[single cell isolation],Comment[spike in],Comment[cell barcode read],Comment[cell barcode offset],Comment[cell barcode size],Comment[umi barcode read],Comment[umi barcode offset],Comment[umi barcode size],Comment[cDNA read],Comment[cDNA read offset],Comment[cDNA read size],Comment[sample barcode read],Comment[sample barcode offset],Comment[sample barcode size],Protocol REF.3,Performer.3,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[read_type],Comment[read_index],Protocol REF.4,Protocol REF.5,Derived Array Data File,Protocol REF.6,Protocol REF.7,Derived Array Data File.1,Protocol REF.8,Protocol REF.9,Derived Array Data File.2,Protocol REF.10,Protocol REF.11,Derived Array Data File.3,Protocol REF.12,Protocol REF.13,Derived Array Data File.4,Protocol REF.14,Protocol REF.15,Derived Array Data File.5,Factor Value[sex],Factor Value[age],Unit[time unit].1,Term Source REF.1,Term Accession Number.1,Factor Value[developmental stage],Factor Value[single cell identifier]
50,HCA_F_GON10687820,ERS16192284,SAMEA114211599,Hrv41-GON-0-FO-1a-m,atac,HCA_F_GON10713286,Hrv41,male,8.8,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10687820,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10687820,sequencing assay,ERX11168224,HCA_F_GON10687820_S1_L001_I1_001.fastq.gz,HCA_F_GON10687820_S1_L001_I1_001.fastq.gz,ERR11769374,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769374/HCA_F_GON10687820_S1_L001_I1_001.fastq.gz,sample_barcode,index1,,,,,,,,,,,,,,,,,,,male,8.8,week,EFO,UO_0000034,8.8,HCA_F_GON10687820
51,HCA_F_GON10687820,ERS16192284,SAMEA114211599,Hrv41-GON-0-FO-1a-m,atac,HCA_F_GON10713286,Hrv41,male,8.8,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10687820,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10687820,sequencing assay,ERX11168224,HCA_F_GON10687820_S1_L001_R1_001.fastq.gz,HCA_F_GON10687820_S1_L001_R1_001.fastq.gz,ERR11769374,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769374/HCA_F_GON10687820_S1_L001_R1_001.fastq.gz,paired,read1,,,,,,,,,,,,,,,,,,,male,8.8,week,EFO,UO_0000034,8.8,HCA_F_GON10687820
52,HCA_F_GON10687820,ERS16192284,SAMEA114211599,Hrv41-GON-0-FO-1a-m,atac,HCA_F_GON10713286,Hrv41,male,8.8,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10687820,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10687820,sequencing assay,ERX11168224,HCA_F_GON10687820_S1_L001_R2_001.fastq.gz,HCA_F_GON10687820_S1_L001_R2_001.fastq.gz,ERR11769374,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769374/HCA_F_GON10687820_S1_L001_R2_001.fastq.gz,cell_barcode,index2,,,,,,,,,,,,,,,,,,,male,8.8,week,EFO,UO_0000034,8.8,HCA_F_GON10687820
53,HCA_F_GON10687820,ERS16192284,SAMEA114211599,Hrv41-GON-0-FO-1a-m,atac,HCA_F_GON10713286,Hrv41,male,8.8,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10687820,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10687820,sequencing assay,ERX11168224,HCA_F_GON10687820_S1_L001_R3_001.fastq.gz,HCA_F_GON10687820_S1_L001_R3_001.fastq.gz,ERR11769374,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769374/HCA_F_GON10687820_S1_L001_R3_001.fastq.gz,paired,read2,,,,,,,,,,,,,,,,,,,male,8.8,week,EFO,UO_0000034,8.8,HCA_F_GON10687820
54,HCA_F_GON10713284,ERS16192285,SAMEA114211600,F91-GON-0-FO-1a-m,rna,HCA_F_GON10687818,Hrv91,female,13.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713284,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713284,sequencing assay,ERX11168225,HCA_F_GON10713284_S1_L001_I1_001.fastq.gz,HCA_F_GON10713284_S1_L001_I1_001.fastq.gz,ERR11769379,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769379/HCA_F_GON10713284_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_features.tsv.gz,,,,,,,,,,female,13.0,week,EFO,UO_0000034,13.0,HCA_F_GON10713284
55,HCA_F_GON10713284,ERS16192285,SAMEA114211600,F91-GON-0-FO-1a-m,rna,HCA_F_GON10687818,Hrv91,female,13.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713284,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713284,sequencing assay,ERX11168225,HCA_F_GON10713284_S1_L001_R1_001.fastq.gz,HCA_F_GON10713284_S1_L001_R1_001.fastq.gz,ERR11769379,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769379/HCA_F_GON10713284_S1_L001_R1_001.fastq.gz,"cell_barcode,umi_barcode",read1,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_features.tsv.gz,,,,,,,,,,female,13.0,week,EFO,UO_0000034,13.0,HCA_F_GON10713284
56,HCA_F_GON10713284,ERS16192285,SAMEA114211600,F91-GON-0-FO-1a-m,rna,HCA_F_GON10687818,Hrv91,female,13.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713284,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713284,sequencing assay,ERX11168225,HCA_F_GON10713284_S1_L001_R2_001.fastq.gz,HCA_F_GON10713284_S1_L001_R2_001.fastq.gz,ERR11769379,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769379/HCA_F_GON10713284_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713284_features.tsv.gz,,,,,,,,,,female,13.0,week,EFO,UO_0000034,13.0,HCA_F_GON10713284
57,HCA_F_GON10713285,ERS16192286,SAMEA114211601,Hrv3-GON-0-FO-1a-m,rna,HCA_F_GON10687819,Hrv3,male,19.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713285,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713285,sequencing assay,ERX11168226,HCA_F_GON10713285_S1_L001_I1_001.fastq.gz,HCA_F_GON10713285_S1_L001_I1_001.fastq.gz,ERR11769390,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769390/HCA_F_GON10713285_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_features.tsv.gz,,,,,,,,,,male,19.0,week,EFO,UO_0000034,19.0,HCA_F_GON10713285
58,HCA_F_GON10713285,ERS16192286,SAMEA114211601,Hrv3-GON-0-FO-1a-m,rna,HCA_F_GON10687819,Hrv3,male,19.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713285,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713285,sequencing assay,ERX11168226,HCA_F_GON10713285_S1_L001_R1_001.fastq.gz,HCA_F_GON10713285_S1_L001_R1_001.fastq.gz,ERR11769390,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769390/HCA_F_GON10713285_S1_L001_R1_001.fastq.gz,"cell_barcode,umi_barcode",read1,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_features.tsv.gz,,,,,,,,,,male,19.0,week,EFO,UO_0000034,19.0,HCA_F_GON10713285
59,HCA_F_GON10713285,ERS16192286,SAMEA114211601,Hrv3-GON-0-FO-1a-m,rna,HCA_F_GON10687819,Hrv3,male,19.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713285,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713285,sequencing assay,ERX11168226,HCA_F_GON10713285_S1_L001_R2_001.fastq.gz,HCA_F_GON10713285_S1_L001_R2_001.fastq.gz,ERR11769390,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769390/HCA_F_GON10713285_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713285_features.tsv.gz,,,,,,,,,,male,19.0,week,EFO,UO_0000034,19.0,HCA_F_GON10713285
60,HCA_F_GON10713286,ERS16192287,SAMEA114211602,Hrv41-GON-0-FO-1a-m,rna,HCA_F_GON10687820,Hrv41,male,8.8,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713286,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713286,sequencing assay,ERX11168227,HCA_F_GON10713286_S1_L001_I1_001.fastq.gz,HCA_F_GON10713286_S1_L001_I1_001.fastq.gz,ERR11769381,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769381/HCA_F_GON10713286_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_features.tsv.gz,,,,,,,,,,male,8.8,week,EFO,UO_0000034,8.8,HCA_F_GON10713286
61,HCA_F_GON10713286,ERS16192287,SAMEA114211602,Hrv41-GON-0-FO-1a-m,rna,HCA_F_GON10687820,Hrv41,male,8.8,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713286,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713286,sequencing assay,ERX11168227,HCA_F_GON10713286_S1_L001_R1_001.fastq.gz,HCA_F_GON10713286_S1_L001_R1_001.fastq.gz,ERR11769381,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769381/HCA_F_GON10713286_S1_L001_R1_001.fastq.gz,"cell_barcode,umi_barcode",read1,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_features.tsv.gz,,,,,,,,,,male,8.8,week,EFO,UO_0000034,8.8,HCA_F_GON10713286
62,HCA_F_GON10713286,ERS16192287,SAMEA114211602,Hrv41-GON-0-FO-1a-m,rna,HCA_F_GON10687820,Hrv41,male,8.8,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713286,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HCA_F_GON10713286,sequencing assay,ERX11168227,HCA_F_GON10713286_S1_L001_R2_001.fastq.gz,HCA_F_GON10713286_S1_L001_R2_001.fastq.gz,ERR11769381,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769381/HCA_F_GON10713286_S1_L001_R2_001.fastq.gz,single,read2,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HCA_F_GON10713286_features.tsv.gz,,,,,,,,,,male,8.8,week,EFO,UO_0000034,8.8,HCA_F_GON10713286
63,HD_F_GON9525611,,,Hrv15-GON-0-FO-1a-m,atac,HD_F_GON9525419,Hrv15,male,12.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HD_F_GON9525611,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HD_F_GON9525611,sequencing assay,,,,,,,,P-MTAB-121426,P-MTAB-121427,HD_F_GON9525419_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HD_F_GON9525419_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HD_F_GON9525419_features.tsv.gz,,,,,,,,,,male,12.0,week,EFO,UO_0000034,12.0,HD_F_GON9525611
64,HD_F_GON9525612,,,Hrv15-GON-0-FO-1b-m,atac,HD_F_GON9525420,Hrv15,male,12.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HD_F_GON9525612,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HD_F_GON9525612,sequencing assay,,,,,,,,P-MTAB-121426,P-MTAB-121427,HD_F_GON9525420_matrix.mtx.gz,P-MTAB-121426,P-MTAB-121427,HD_F_GON9525420_barcodes.tsv.gz,P-MTAB-121426,P-MTAB-121427,HD_F_GON9525420_features.tsv.gz,,,,,,,,,,male,12.0,week,EFO,UO_0000034,12.0,HD_F_GON9525612
65,HD_F_GON9525419,,,Hrv15-GON-0-FO-1a-m,rna,HD_F_GON9525611,Hrv15,male,12.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HD_F_GON9525419,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HD_F_GON9525419,sequencing assay,,,,,,,,,,,,,,,,,,,,,,,,,,male,12.0,week,EFO,UO_0000034,12.0,HD_F_GON9525419
66,HD_F_GON9525420,,,Hrv15-GON-0-FO-1b-m,rna,HD_F_GON9525612,Hrv15,male,12.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",HD_F_GON9525420,PAIRED,PolyA,TRANSCRIPTOMIC SINGLE CELL,not applicable,RNA-Seq,3 prime end bias,RNA,10x 3’ v2,oligo-dT,10x,none,read1,0.0,16.0,read1,16.0,12.0,read2,0.0,90.0,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",HD_F_GON9525420,sequencing assay,,,,,,,,,,,,,,,,,,,,,,,,,,male,12.0,week,EFO,UO_0000034,12.0,HD_F_GON9525420
