publication_id,institute,source,dataset_acc,library_id,author_sample_id,sanger_10x_chemistry,irods_path,HDCA_version
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951341,FCAImmP7803023,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951341,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951342,FCAImmP7803024,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951342,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951343,FCAImmP7803025,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951343,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951344,FCAImmP7803026,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951344,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951345,FCAImmP7803027,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951345,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951346,FCAImmP7803034,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951346,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951347,FCAImmP7803035,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951347,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951348,FCAImmP7803036,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951348,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951349,FCAImmP7803037,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951349,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951350,FCAImmP7803038,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951350,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951351,FCAImmP7803039,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951351,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951352,FCAImmP7803040,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951352,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951353,FCAImmP7803041,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951353,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951354,FCAImmP7803042,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951354,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951355,FCAImmP7803043,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951355,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951356,FCAImmP7851896,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951356,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951357,FCAImmP7851897,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951357,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951358,FCAImmP7862084,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951358,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951359,FCAImmP7862085,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951359,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951360,FCAImmP7862086,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951360,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951361,FCAImmP7862087,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951361,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951362,FCAImmP7862088,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951362,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951363,FCAImmP7862089,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951363,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951364,FCAImmP7862090,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951364,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951365,FCAImmP7862091,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951365,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951366,FCAImmP7862092,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951366,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951367,FCAImmP7862093,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951367,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951368,FCAImmP7862094,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951368,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951369,FCAImmP7862096,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951369,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951370,FCAImmP7964499,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951370,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951371,FCAImmP7964500,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951371,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951372,FCAImmP7964501,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951372,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951373,FCAImmP7964502,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951373,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951374,FCAImmP7964503,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951374,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951375,FCAImmP7964504,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951375,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951376,FCAImmP7964505,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951376,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951377,FCAImmP7964506,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951377,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951378,FCAImmP7964507,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951378,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951379,FCAImmP7964508,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951379,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951380,FCAImmP7964509,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951380,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,E-MTAB-11343,ERS11951381,FCAImmP7964510,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-11343/ERS11951381,v1
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS5423913,WSSS_F_BON8710636,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/PRJEB41514/ERS5423913,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS5423915,WSSS_F_BON8710637,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/PRJEB41514/ERS5423915,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS5423914,WSSS_F_BON8710638,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/PRJEB41514/ERS5423914,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS5423916,WSSS_F_BON8710639,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/PRJEB41514/ERS5423916,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS5423917,WSSS_F_BON8710640,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/PRJEB41514/ERS5423917,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS5423918,WSSS_F_BON8710642,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/PRJEB41514/ERS5423918,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS5423920,WSSS_F_BON8710643,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/PRJEB41514/ERS5423920,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS6259708,WSSS_F_BON10188628,Chromium single cell 5 prime,/archive/cellgeni/datasets/PRJEB41514/ERS6259708,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS6259710,WSSS_F_BON10188629,Chromium single cell 5 prime,/archive/cellgeni/datasets/PRJEB41514/ERS6259710,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS6259711,WSSS_F_BON10188631,Chromium single cell 5 prime,/archive/cellgeni/datasets/PRJEB41514/ERS6259711,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS5423919,WSSS_F_BON8710641,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/PRJEB41514/ERS5423919,v2
suo_2022_immune_integration,Wellcome Sanger Institute,external,PRJEB41514,ERS6259709,WSSS_F_BON10188630,Chromium single cell 5 prime,/archive/cellgeni/datasets/PRJEB41514/ERS6259709,v2
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855315,WS_wEMB10202336,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202336,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855316,WS_wEMB10202337,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202337,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855317,WS_wEMB10202338,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202338,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855318,WS_wEMB10202339,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202339,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855319,WS_wEMB10202340,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202340,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855320,WS_wEMB10202341,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202341,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855321,WS_wEMB10202342,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202342,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855322,WS_wEMB10202343,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202343,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855323,WS_wEMB10202344,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202344,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855324,WS_wEMB10202345,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202345,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855325,WS_wEMB10202346,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202346,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855326,WS_wEMB10202347,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202347,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855327,WS_wEMB10202348,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202348,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855328,WS_wEMB10202349,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202349,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855329,WS_wEMB10202350,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202350,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855330,WS_wEMB10202351,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202351,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855331,WS_wEMB10202352,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202352,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855332,WS_wEMB10202353,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202353,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855333,WS_wEMB10202354,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202354,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855334,WS_wEMB10202355,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202355,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855335,WS_wEMB10202356,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202356,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855336,WS_wEMB10202357,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202357,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855337,WS_wEMB10202358,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202358,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855338,WS_wEMB10202359,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202359,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855339,WS_wEMB10202360,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202360,v2
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855340,WS_wEMB10202361,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202361,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855341,WS_wEMB10202362,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202362,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855342,WS_wEMB10202363,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202363,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855343,WS_wEMB10202364,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202364,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855344,WS_wEMB10202365,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202365,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855345,WS_wEMB10202366,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202366,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855346,WS_wEMB10202367,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202367,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855347,WS_wEMB10202368,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202368,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855348,WS_wEMB10202369,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202369,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855349,WS_wEMB10202370,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202370,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855350,WS_wEMB10202371,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202371,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855351,WS_wEMB10202372,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202372,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855352,WS_wEMB10202373,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202373,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855353,WS_wEMB10202374,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202374,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855354,WS_wEMB10202375,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202375,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855355,WS_wEMB10202376,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202376,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855356,WS_wEMB10202377,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202377,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855357,WS_wEMB10202378,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202378,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855358,WS_wEMB10202379,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202379,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11504,ERS10855359,WS_wEMB10202380,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB10202380,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921058,WS_wEMB11031919,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031919,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921059,WS_wEMB11031920,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031920,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921060,WS_wEMB11031921,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031921,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921061,WS_wEMB11031922,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031922,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921062,WS_wEMB11031923,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031923,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921063,WS_wEMB11031924,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031924,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921064,WS_wEMB11031925,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031925,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921065,WS_wEMB11031926,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031926,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921066,WS_wEMB11031927,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031927,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921067,WS_wEMB11031928,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031928,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921068,WS_wEMB11031929,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031929,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921069,WS_wEMB11031930,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031930,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921070,WS_wEMB11031931,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031931,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921071,WS_wEMB11031932,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031932,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921072,WS_wEMB11031933,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031933,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921073,WS_wEMB11031934,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031934,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921074,WS_wEMB11031935,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031935,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921075,WS_wEMB11031936,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031936,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921076,WS_wEMB11031937,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031937,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921077,WS_wEMB11031938,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031938,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921078,WS_wEMB11031939,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031939,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921079,WS_wEMB11031940,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031940,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921080,WS_wEMB11031941,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031941,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921081,WS_wEMB11031942,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031942,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921082,WS_wEMB11031943,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031943,v2
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921083,WS_wEMB11031944,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031944,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921084,WS_wEMB11031945,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031945,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921085,WS_wEMB11031946,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031946,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921086,WS_wEMB11031947,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031947,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921087,WS_wEMB11031948,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031948,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921088,WS_wEMB11031949,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031949,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921089,WS_wEMB11031950,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031950,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921090,WS_wEMB11031951,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031951,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921091,WS_wEMB11031952,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031952,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921092,WS_wEMB11031953,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031953,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921093,WS_wEMB11031954,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031954,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921094,WS_wEMB11031955,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031955,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921095,WS_wEMB11031956,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031956,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921096,WS_wEMB11031957,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031957,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921097,WS_wEMB11031958,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031958,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921098,WS_wEMB11031959,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031959,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921099,WS_wEMB11031960,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031960,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921100,WS_wEMB11031961,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031961,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921101,WS_wEMB11031962,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031962,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921102,WS_wEMB11031963,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031963,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921103,WS_wEMB11031964,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031964,v1
webb_2026_embryo,Wellcome Sanger Institute,internal,E-MTAB-11520,ERS10921104,WS_wEMB11031965,Chromium single cell 5 prime,/archive/cellgeni/sanger/WS_wEMB11031965,v1
